timestamp,HMD0_tx,HMD0_ty,HMD0_tz,HMD0_rx,HMD0_ry,HMD0_rz,controller3_tx,controller3_ty,controller3_tz,controller3_rx,controller3_ry,controller3_rz,Controller3_button0,Controller3_button1,Controller3_button2,Controller3_button3,Controller3_button4,Controller3_button5,Controller3_button6,Controller3_button7,Controller3_button8,Controller3_button9,Controller3_button10,Controller3_button11,Controller3_button12,Controller3_button13,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY
0.0000000000,24.114441,79.281166,-72.888138,8.537086,22.757151,0.868942,-37.894203,77.480339,-67.501869,-87.760971,79.873428,-80.399117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0166666667,24.114441,79.281166,-72.892410,8.537086,22.757151,0.868942,-37.894203,77.480339,-67.501869,-87.760971,79.873428,-80.399117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0333333333,24.114441,79.281166,-72.894814,8.537086,22.757151,0.868942,-37.894203,77.480339,-67.501869,-87.761017,79.873428,-80.399185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0500000000,24.114441,79.281166,-72.897102,8.537086,22.757151,0.868942,-37.894203,77.480339,-67.501869,-87.781998,79.873428,-80.420715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0666666667,24.114441,79.281166,-72.898949,8.537086,22.757151,0.868942,-37.886978,77.480339,-67.501869,-87.769867,79.873428,-80.404572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0833333333,24.114441,79.281166,-72.900047,8.537086,22.757151,0.868942,-37.884560,77.480339,-67.501869,-87.768089,79.873428,-80.405281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1000000000,24.114441,79.281166,-72.900154,8.537086,22.757151,0.868942,-37.883389,77.466202,-67.501869,-87.767204,79.873428,-80.417618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1166666667,24.114441,79.281166,-72.899643,8.537086,22.757151,0.868942,-37.882580,77.463257,-67.501869,-87.767342,79.873428,-80.404793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1333333333,24.114441,79.281166,-72.898727,8.537086,22.757151,0.868942,-37.881969,77.479538,-67.501755,-87.753799,79.873428,-80.387978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1500000000,24.114441,79.287605,-72.897537,8.537086,22.757151,0.868942,-37.881443,77.479195,-67.501595,-87.763901,79.873428,-80.400017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1666666667,24.114084,79.292603,-72.896233,8.537086,22.757151,0.868942,-37.880913,77.489662,-67.501434,-87.755585,79.873428,-80.390442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1833333333,24.113592,79.294823,-72.894951,8.537086,22.757151,0.868942,-37.890491,77.489594,-67.501274,-87.757515,79.873428,-80.391434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2000000000,24.113129,79.295868,-72.893845,8.537086,22.757151,0.868942,-37.887928,77.489548,-67.501137,-87.743332,79.873428,-80.378220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2166666667,24.112675,79.296761,-72.893059,8.537086,22.757151,0.868942,-37.887924,77.489517,-67.500977,-87.747322,79.873428,-80.382149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2333333333,24.112206,79.297600,-72.892723,8.537086,22.757151,0.868942,-37.887981,77.489502,-67.500816,-87.762245,79.873428,-80.396866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2500000000,24.111698,79.298393,-72.892746,8.537086,22.757151,0.868942,-37.888092,77.489471,-67.500771,-87.761703,79.873428,-80.404175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2666666667,24.111135,79.299110,-72.892914,8.537086,22.757151,0.868942,-37.888241,77.489441,-67.500771,-87.773575,79.873428,-80.408875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2833333333,24.110485,79.299759,-72.893196,8.537086,22.757151,0.868942,-37.888424,77.489372,-67.500771,-87.778625,79.873428,-80.410805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
