timestamp,HMD0_tx,HMD0_ty,HMD0_tz,HMD0_rx,HMD0_ry,HMD0_rz,controller3_tx,controller3_ty,controller3_tz,controller3_rx,controller3_ry,controller3_rz,Controller3_button0,Controller3_button1,Controller3_button2,Controller3_button3,Controller3_button4,Controller3_button5,Controller3_button6,Controller3_button7,Controller3_button8,Controller3_button9,Controller3_button10,Controller3_button11,Controller3_button12,Controller3_button13,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY
0.1666666667,26.365452,7.499635,-18.479574,17.239248,-52.301510,-13.126409,-70.946892,81.627365,-57.992958,-7.720627,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1833333333,26.358997,7.501419,-18.479574,17.239204,-52.301510,-13.115085,-70.947258,81.627113,-57.992958,-7.720627,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2000000000,26.357822,7.501662,-18.479574,17.239010,-52.301510,-13.115783,-70.947624,81.626953,-57.992958,-7.720627,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2166666667,26.357470,7.501935,-18.479574,17.238806,-52.301510,-13.114542,-70.947990,81.626869,-57.992958,-7.720627,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2333333333,26.357006,7.502168,-18.479574,17.238594,-52.301510,-13.112839,-70.948372,81.626869,-57.992958,-7.720627,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2500000000,26.355745,7.502290,-18.479574,17.238375,-52.301510,-13.111125,-70.948746,81.626991,-57.992958,-7.720627,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2666666667,26.354105,7.502233,-18.479574,17.238152,-52.301510,-13.109426,-70.949112,81.627258,-57.992958,-7.720627,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2833333333,26.352303,7.501903,-18.479574,17.237928,-52.301510,-13.107774,-70.949478,81.627670,-57.992958,-7.720627,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.3000000000,26.350494,7.501257,-18.479574,17.237701,-52.301510,-13.106193,-70.949844,81.628181,-57.992958,-7.720458,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.3166666667,26.361269,7.500388,-18.479574,17.237474,-52.301510,-13.117393,-70.950211,81.628769,-57.992958,-7.720136,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.3333333333,26.361635,7.499393,-18.479574,17.237249,-52.301510,-13.117899,-70.950577,81.629402,-57.992958,-7.719814,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.3500000000,26.362000,7.498262,-18.479574,17.237026,-52.301510,-13.118130,-70.950951,81.630058,-57.992958,-7.719494,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.3666666667,26.362366,7.496783,-18.479574,17.236809,-52.301510,-13.118126,-70.951324,81.630699,-57.992958,-7.719172,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.3833333333,26.362734,7.495160,-18.479574,17.236597,-52.301510,-13.117929,-70.951691,81.631317,-57.992958,-7.718850,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.4000000000,26.363100,7.493626,-18.479574,17.236393,-52.301510,-13.117576,-70.952057,81.631866,-57.992958,-7.718528,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.4166666667,26.363470,7.492417,-18.479574,17.236197,-52.301510,-13.117111,-70.952423,81.631889,-57.992958,-7.718206,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.4333333333,26.363836,7.491767,-18.479574,17.236012,-52.301510,-13.116572,-70.952789,81.631889,-57.992958,-7.717885,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.4500000000,26.363956,7.500032,-18.479574,17.235840,-52.301510,-13.116002,-70.953163,81.631889,-57.992958,-7.717563,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.4666666667,26.363956,7.500840,-18.479574,17.235680,-52.301510,-13.115439,-70.953529,81.631889,-57.992958,-7.717241,169.177383,11.902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.4833333333,26.363956,7.501363,-18.479574,17.235535,-52.301510,-13.114924,-70.953903,81.631889,-57.992958,-7.716920,169.177383,11.902404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.5000000000,26.363956,7.501638,-18.479574,17.235405,-52.301510,-13.114074,-70.954269,81.631889,-57.992958,-7.716599,169.177383,11.903266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.5166666667,26.363956,7.501702,-18.479574,17.235294,-52.301510,-13.112769,-70.954643,81.631889,-57.992958,-7.716277,169.177383,11.904109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.5333333333,26.363956,7.501589,-18.479574,17.235203,-52.301510,-13.111353,-70.954803,81.631889,-57.992958,-7.715955,169.177383,11.904941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.5500000000,26.363956,7.501336,-18.479574,17.235506,-52.301510,-13.110167,-70.954803,81.631889,-57.992958,-7.715633,169.177383,11.905772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.5666666667,26.363956,7.500978,-18.479574,17.236982,-52.301510,-13.109552,-70.954803,81.631889,-57.992958,-7.715311,169.177383,11.906611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.5833333333,26.363956,7.500118,-18.479574,17.238340,-52.301510,-13.115113,-70.954803,81.631889,-57.992958,-7.714989,169.177383,11.907470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.6000000000,26.363956,7.496378,-18.479574,17.239674,-52.301510,-13.115113,-70.954803,81.631889,-57.992958,-7.714767,169.177383,11.908356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.6166666667,26.363956,7.493353,-18.479574,17.241028,-52.301510,-13.115113,-70.954803,81.631889,-57.992958,-7.714767,169.177383,11.909281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.6333333333,26.363956,7.490411,-18.479574,17.242378,-52.301510,-13.115113,-70.954803,81.631889,-57.992958,-7.714767,169.177383,11.910254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.6500000000,26.363956,7.485509,-18.479574,17.242811,-52.301510,-13.115113,-70.954803,81.631889,-57.992958,-7.714767,169.177383,11.911287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.6666666667,26.363956,7.485509,-18.479574,17.242811,-52.301510,-13.115113,-70.954803,81.631889,-57.992958,-7.714767,169.177383,11.912490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.6833333333,26.363956,7.485509,-18.479574,17.242811,-52.301510,-13.115113,-70.954803,81.631889,-57.992958,-7.714767,169.177383,11.913854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.7000000000,26.363956,7.485509,-18.479574,17.242811,-52.301510,-13.115113,-70.954803,81.631889,-57.992958,-7.714767,169.177383,11.915308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.7166666667,26.363956,7.485509,-18.479574,17.242811,-52.301510,-13.115113,-70.954803,81.631889,-57.992958,-7.714767,169.177383,11.916779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.7333333333,26.363956,7.485509,-18.479574,17.242811,-52.301510,-13.115113,-70.954803,81.631889,-57.992958,-7.714767,169.177383,11.918121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
