timestamp,HMD0_tx,HMD0_ty,HMD0_tz,HMD0_rx,HMD0_ry,HMD0_rz,controller3_tx,controller3_ty,controller3_tz,controller3_rx,controller3_ry,controller3_rz,Controller3_button0,Controller3_button1,Controller3_button2,Controller3_button3,Controller3_button4,Controller3_button5,Controller3_button6,Controller3_button7,Controller3_button8,Controller3_button9,Controller3_button10,Controller3_button11,Controller3_button12,Controller3_button13,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,controller6_tx,controller6_ty,controller6_tz,controller6_rx,controller6_ry,controller6_rz,Controller6_button0,Controller6_button1,Controller6_button2,Controller6_button3,Controller6_button4,Controller6_button5,Controller6_button6,Controller6_button7,Controller6_button8,Controller6_button9,Controller6_button10,Controller6_button11,Controller6_button12,Controller6_button13,Controller6_axisX,Controller6_axisY,Controller6_axisX,Controller6_axisY,Controller6_axisX,Controller6_axisY,Controller6_axisX,Controller6_axisY,Controller6_axisX,Controller6_axisY,generic7_tx,generic7_ty,generic7_tz,generic7_rx,generic7_ry,generic7_rz,generic8_tx,generic8_ty,generic8_tz,generic8_rx,generic8_ry,generic8_rz,generic9_tx,generic9_ty,generic9_tz,generic9_rx,generic9_ry,generic9_rz
0.0000000000,4.555840,157.235291,-5.386514,-31.957649,4.073556,-5.488131,29.174006,80.827835,-7.772148,-8.465787,12.403921,19.766914,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-16.012156,81.936356,-10.563433,-4.081461,-17.010363,-26.028002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.927406,13.133705,7.496488,47.550758,39.686386,-41.884884,-17.612398,9.263622,5.688983,-57.831623,-20.827257,-178.427963,6.434262,98.289474,-4.098022,4.344020,-29.127308,-80.064781
0.0166666667,4.583114,157.253647,-5.415257,-31.896170,4.021174,-5.514447,29.198311,80.853378,-7.700327,-8.459642,12.371313,19.746819,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-16.006451,81.992401,-10.630909,-4.007620,-17.024622,-25.990637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.956303,13.131937,7.481266,47.516979,39.625698,-41.943684,-17.612028,9.263622,5.688983,-57.860111,-20.824940,-178.427963,6.427053,98.298470,-3.968144,4.382671,-29.265173,-80.111717
0.0333333333,4.619977,157.276413,-5.471852,-31.830664,3.975183,-5.548141,29.217978,80.878990,-7.646102,-8.442997,12.355146,19.718521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-16.003815,82.071823,-10.721521,-3.950156,-17.000000,-25.942017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.936060,13.142467,7.502236,47.566944,39.614365,-41.951794,-17.604710,9.274771,5.702496,-57.879864,-20.819942,-178.414764,6.476350,98.245476,-3.807564,4.462922,-29.381836,-80.177414
0.0500000000,4.651051,157.296265,-5.535240,-31.754194,3.932198,-5.574138,29.226870,80.893738,-7.578038,-8.435852,12.354069,19.721300,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.995552,82.135521,-10.795131,-3.877052,-16.982019,-25.895782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.951805,13.150356,7.505996,47.576344,39.573990,-41.961632,-17.602119,9.276019,5.712386,-57.910492,-20.811787,-178.397812,6.450224,98.265289,-3.678175,4.548000,-29.523485,-80.244049
0.0666666667,4.691195,157.321884,-5.621155,-31.666281,3.896520,-5.600579,29.235104,80.899254,-7.527512,-8.407454,12.351516,19.745268,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.986571,82.207245,-10.881944,-3.823637,-16.980146,-25.844072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.949490,13.161002,7.533854,47.724636,39.603313,-41.881805,-17.600304,9.277232,5.717597,-57.920261,-20.801014,-178.398819,6.469924,98.231064,-3.523840,4.691497,-29.672901,-80.347275
0.0833333333,4.737347,157.340561,-5.723804,-31.573046,3.865718,-5.625306,29.238670,80.890221,-7.466627,-8.425899,12.377447,19.763517,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.972727,82.268417,-10.951275,-3.728476,-17.007357,-25.816635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.966148,13.172529,7.538771,47.834641,39.608303,-41.834446,-17.596682,9.278417,5.723194,-57.941841,-20.787069,-178.400101,6.466162,98.232086,-3.355680,4.783164,-29.842447,-80.442123
0.1000000000,4.778080,157.356430,-5.860750,-31.478071,3.841781,-5.648734,29.240580,80.864006,-7.426723,-8.449867,12.371022,19.769661,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.956723,82.323868,-11.028204,-3.676192,-17.058012,-25.763573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.959423,13.157464,7.557177,47.898964,39.604294,-41.799614,-17.592800,9.279576,5.725650,-57.949661,-20.783913,-178.384872,6.520260,98.174408,-3.141902,4.880098,-29.998323,-80.551498
0.1166666667,4.827224,157.367798,-6.014693,-31.384840,3.821563,-5.672818,29.241888,80.833435,-7.385224,-8.498521,12.385356,19.771229,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.939240,82.366829,-11.086583,-3.639729,-17.136141,-25.709164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.963287,13.182861,7.551105,47.980896,39.622467,-41.808529,-17.589598,9.280718,5.727853,-57.972412,-20.764395,-178.386520,6.488449,98.172783,-2.959455,4.975584,-30.178734,-80.656334
0.1333333333,4.873989,157.373474,-6.201049,-31.277266,3.799229,-5.706795,29.242456,80.798409,-7.371120,-8.508504,12.381058,19.736454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.914220,82.416100,-11.151728,-3.512933,-17.227236,-25.720039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.966862,13.213252,7.585123,48.214512,39.730354,-41.697098,-17.587683,9.281847,5.730015,-57.980370,-20.758928,-178.391525,6.510970,98.115105,-2.729372,5.134590,-30.403816,-80.766418
0.1500000000,4.933043,157.376160,-6.419428,-31.135307,3.777679,-5.748822,29.223797,80.760925,-7.357732,-8.452867,12.438771,19.751118,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.884601,82.455482,-11.205667,-3.301545,-17.379919,-25.800617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.963764,13.246120,7.614381,48.467529,39.878643,-41.528877,-17.584206,9.282969,5.737314,-57.983109,-20.730558,-178.409500,6.502103,98.099068,-2.494779,5.281774,-30.690029,-80.917755
