timestamp,HMD0_tx,HMD0_ty,HMD0_tz,HMD0_rx,HMD0_ry,HMD0_rz,controller3_tx,controller3_ty,controller3_tz,controller3_rx,controller3_ry,controller3_rz,Controller3_button0,Controller3_button1,Controller3_button2,Controller3_button3,Controller3_button4,Controller3_button5,Controller3_button6,Controller3_button7,Controller3_button8,Controller3_button9,Controller3_button10,Controller3_button11,Controller3_button12,Controller3_button13,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY
0.0000000000,23.639847,79.298996,-73.083710,8.699918,21.576189,0.645395,-74.592377,76.789055,-54.216492,0.488342,143.837204,17.008072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0166666667,23.639650,79.298996,-73.083710,8.699918,21.576189,0.645395,-74.592377,76.789055,-54.216492,0.488342,143.837204,17.008072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0333333333,23.639324,79.298996,-73.083710,8.699918,21.576189,0.645395,-74.592377,76.789055,-54.216492,0.488342,143.837204,17.008043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0500000000,23.638983,79.298996,-73.083618,8.699918,21.576189,0.645395,-74.592377,76.789055,-54.216492,0.488342,143.837204,17.007740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0666666667,23.638626,79.299271,-73.082977,8.699918,21.576189,0.645395,-74.592285,76.782516,-54.216492,0.482548,143.837204,17.007431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0833333333,23.638260,79.299706,-73.082314,8.699918,21.576189,0.645395,-74.591942,76.781311,-54.216492,0.482145,143.837204,17.007126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1000000000,23.637884,79.300148,-73.081673,8.699918,21.576189,0.645395,-74.591560,76.780502,-54.216492,0.481791,143.837204,17.006819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1166666667,23.637505,79.300583,-73.081009,8.699918,21.576189,0.645395,-74.591156,76.779930,-54.216492,0.481481,143.837204,17.006510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1333333333,23.637123,79.301018,-73.080368,8.699918,21.576189,0.645395,-74.590736,76.779434,-54.216492,0.481211,143.837204,17.006205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1500000000,23.636742,79.301460,-73.079704,8.699918,21.576189,0.645395,-74.590309,76.778831,-54.216492,0.480977,143.837204,17.005898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1666666667,23.636366,79.301895,-73.079063,8.699918,21.576189,0.645395,-74.589897,76.777946,-54.216492,0.480776,143.837204,17.005589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1833333333,23.636000,79.302330,-73.078400,8.699918,21.576189,0.645395,-74.589493,76.776596,-54.216492,0.480602,143.837204,17.005283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2000000000,23.635643,79.302765,-73.077759,8.699918,21.576189,0.645395,-74.589119,76.767448,-54.216492,0.480454,143.837204,17.004976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2166666667,23.635298,79.303200,-73.077141,8.699918,21.576189,0.645395,-74.588783,76.765770,-54.216492,0.480326,143.837204,17.004669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2333333333,23.634972,79.303635,-73.077141,8.699918,21.576189,0.645395,-74.588486,76.764801,-54.216492,0.480214,143.837204,17.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2500000000,23.634666,79.304077,-73.077141,8.699918,21.576189,0.645395,-74.588264,76.764267,-54.216492,0.480115,143.837204,17.004055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2666666667,23.634384,79.304512,-73.077141,8.699918,21.576189,0.645395,-74.588097,76.763885,-54.216492,0.480024,143.837204,17.003750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2833333333,23.634127,79.304947,-73.077141,8.699918,21.576189,0.645395,-74.588005,76.763359,-54.216492,0.479938,143.837204,17.003443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.3000000000,23.633900,79.305389,-73.077141,8.699918,21.576189,0.645395,-74.588036,76.775841,-54.216492,0.479852,143.837204,17.003136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.3166666667,23.633705,79.305824,-73.077141,8.699918,21.576189,0.645395,-74.588860,76.775658,-54.216492,0.479763,143.837204,17.002829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.3333333333,23.633545,79.306259,-73.077141,8.699918,21.576189,0.645395,-74.590408,76.775452,-54.216492,0.479667,143.837204,17.002522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.3500000000,23.633427,79.293121,-73.077141,8.699918,21.576189,0.645395,-74.592110,76.775230,-54.216492,0.479559,143.837204,17.002214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
