HMD0_tx,HMD0_ty,HMD0_tz,controller3_tx,controller3_ty,controller3_tz,controller6_tx,controller6_ty,controller6_tz,generic9_tx,generic9_ty,generic9_tz,generic7_tx,generic7_ty,generic7_tz,generic8_tx,generic8_ty,generic8_tz
12.03083,171.727905,-5.178136,23.965034,98.73745,-13.114366,-4.714581,101.731682,-19.659874,12.128273,109.522049,-2.310685,34.385769,15.186698,9.02519,-17.957197,14.052858,4.32596
12.129671,168.529709,-5.248461,23.906813,96.293755,-13.173824,-4.703026,98.988945,-19.978283,12.278075,106.14093,-1.593754,34.226421,13.217249,10.36015,-17.783047,11.024116,5.076118
12.266986,165.19957,-5.434861,23.876057,93.83461,-13.346631,-4.789898,96.274422,-20.428127,12.306917,102.282341,-0.624761,34.08181,11.020332,11.155518,-17.31526,8.68567,6.186228
12.364711,161.93869,-5.746387,23.856667,91.498367,-13.553985,-4.86309,93.452278,-20.893257,12.322207,97.997307,0.619325,34.977306,9.86585,12.026594,-18.12668,4.72341,7.253197
12.401613,158.822952,-6.191033,23.873823,89.250748,-13.837262,-4.976245,90.676193,-21.28507,12.07229,93.730217,2.224188,33.767624,8.571985,13.06596,-19.329357,1.773684,7.655451
12.455473,155.841492,-6.58296,24.023672,86.920929,-14.21385,-4.859857,87.765099,-21.435406,11.976752,89.435051,4.368169,33.981255,10.002866,14.197756,-17.078482,5.249553,9.412137
12.399575,153.11264,-7.082507,24.175997,84.599312,-14.743002,-4.670622,85.026596,-21.441866,11.533285,85.785439,5.768628,33.819099,9.41893,13.771319,-17.561779,5.037088,9.150382
12.388094,150.654297,-7.524572,24.369492,82.403229,-15.37216,-4.329134,82.417587,-21.383825,11.087589,83.367958,6.267077,33.58493,10.275609,14.444909,-16.11887,6.378496,10.79165
12.375628,148.47139,-7.97348,24.669727,80.407501,-15.937366,-4.120721,80.139503,-21.399183,10.775921,82.117805,6.756728,33.513447,10.106147,14.40833,-16.342455,6.774952,10.878853
12.338068,146.599762,-8.342498,24.795462,78.811234,-16.515833,-4.059209,78.261665,-21.5158,10.040072,81.671356,7.529287,33.625946,10.24324,14.741493,-16.009094,6.391448,11.120985
12.171459,145.059586,-8.790648,24.677553,77.583595,-17.075459,-4.106128,76.691376,-21.706295,9.250922,80.920158,7.912346,33.076107,10.902851,14.152593,-15.517803,6.778354,11.308627
12.100551,143.726288,-9.131365,24.700275,76.502357,-17.54571,-4.181916,75.364655,-21.763142,8.936742,80.226852,8.729006,32.943211,11.163987,14.424436,-15.340077,6.360902,11.369458
12.097249,142.544388,-9.480877,24.89645,75.359016,-17.963383,-4.159919,74.181564,-21.775848,8.553932,79.271439,9.390107,32.710884,11.530202,14.109255,-14.791481,6.582217,11.906952
12.014881,141.546173,-9.746143,24.790609,74.411766,-18.263535,-4.054012,73.112999,-21.646278,8.626637,78.505875,10.110237,32.575684,11.709552,14.265531,-14.574391,6.175782,12.037423
11.871913,140.742523,-10.009783,24.473816,73.569061,-18.533236,-3.927518,72.193039,-21.502583,8.617949,77.856583,10.790692,31.968233,12.401198,14.063821,-14.17781,6.055486,12.407513
11.774002,140.053116,-10.212646,24.119864,72.705032,-18.66827,-3.811469,71.387543,-21.352089,8.773596,77.351715,11.4862,31.982611,12.443729,14.159076,-13.884892,5.774479,12.566957
11.747739,139.536926,-10.368793,23.852972,71.963448,-18.769148,-3.716732,70.720406,-21.203001,8.88023,77.377312,12.181916,31.988962,12.517793,14.152762,-13.629444,5.475332,12.767765
11.661517,139.218353,-10.485349,23.38344,71.356888,-18.689064,-3.677242,70.170387,-21.031166,8.925516,77.386932,12.7359,31.933224,12.547342,14.241367,-13.399125,5.185874,12.944332
11.49274,139.138168,-10.560626,22.698698,70.897461,-18.684502,-3.608146,69.767921,-20.840687,8.83712,77.669548,13.091883,31.820251,12.706654,14.22279,-13.163411,4.903904,13.149664
11.380193,139.208557,-10.576427,22.170086,70.591293,-18.539156,-3.526319,69.61377,-20.589544,8.827149,78.018509,13.426119,31.786743,12.732902,14.280145,-12.981436,4.636003,13.330102
11.33418,139.413315,-10.480138,21.852444,70.472313,-18.350445,-3.452065,69.690384,-20.362534,8.796743,78.493553,13.645487,31.793877,12.785785,14.324211,-12.808731,4.396108,13.507957
11.232056,139.82785,-10.343,21.436825,70.638771,-18.134779,-3.460121,70.106621,-20.151772,8.950015,78.857162,13.99119,31.739779,12.812561,14.376624,-12.661113,4.186435,13.674443
11.011245,140.457733,-10.111737,20.923599,71.040436,-17.958111,-3.446178,70.640022,-19.948921,9.016606,79.422249,14.215305,31.726547,12.847634,14.466557,-12.491114,3.948044,13.85625
10.889725,141.244736,-9.814427,20.627935,71.636902,-17.767338,-3.477468,71.440666,-19.714708,9.124789,79.928078,14.400906,31.744318,12.851682,14.519021,-12.363947,3.792056,14.003328
10.816535,142.170456,-9.362799,20.524622,72.238808,-17.44927,-3.463192,72.292999,-19.436602,9.097947,80.60762,14.465374,31.753147,12.883612,14.599041,-12.203746,3.602485,14.172892
10.685808,143.334946,-8.929833,20.332733,73.099762,-17.220308,-3.430998,73.317047,-19.076565,9.275878,81.176941,14.554988,31.775824,12.890469,14.639488,-12.06458,3.435895,14.303085
10.421506,144.680099,-8.442146,19.981476,74.093857,-16.987772,-3.393914,74.421432,-18.671846,9.267216,81.973358,14.487487,31.753345,12.943449,14.708864,-11.923558,3.359306,14.447916
10.252221,146.045822,-7.904315,19.878469,75.092346,-16.763027,-3.315391,75.543938,-18.206907,9.343481,82.75602,14.380811,31.782372,12.950895,14.752601,-11.822462,3.316896,14.542491
