HMD0_tx,HMD0_ty,HMD0_tz,controller3_tx,controller3_ty,controller3_tz,controller6_tx,controller6_ty,controller6_tz,generic9_tx,generic9_ty,generic9_tz,generic7_tx,generic7_ty,generic7_tz,generic8_tx,generic8_ty,generic8_tz
-4.070043,128.273392,15.160048,4.870498,73.344116,0.494087,-14.064495,70.460617,0.312972,-3.261075,72.157745,18.69776,20.760004,11.763857,-8.462296,-30.001848,9.98909,-5.394833
-3.973884,128.19574,16.021603,4.879374,73.130684,0.778391,-13.994634,70.09433,0.591592,-3.305814,72.229881,18.937002,20.753931,11.763035,-8.496758,-30.052982,10.049368,-5.462346
-3.864797,128.100311,16.847479,4.856874,72.93116,1.086935,-13.962761,69.776848,0.826171,-3.29856,72.285027,19.192415,20.733589,11.752389,-8.495409,-30.083504,10.062145,-5.495151
-3.749307,127.996178,17.638716,4.832432,72.70784,1.371876,-13.929809,69.455971,1.051337,-3.353379,72.370842,19.37961,20.732178,11.735145,-8.491429,-30.129942,10.128889,-5.546777
-3.621049,127.877838,18.399191,4.786877,72.470627,1.565886,-13.879732,69.137352,1.272125,-3.328563,72.417465,19.621321,20.730537,11.722322,-8.508645,-30.193075,10.22185,-5.600684
-3.484899,127.763313,19.131601,4.762883,72.202087,1.70486,-13.816827,68.815628,1.520355,-3.288113,72.418159,19.911203,20.741798,11.730234,-8.516265,-30.219978,10.255629,-5.605921
-3.330033,127.628174,19.847836,4.751942,71.862762,1.764007,-13.755623,68.520615,1.732667,-3.247818,72.459106,20.137867,20.769094,11.706879,-8.537343,-30.24247,10.252774,-5.593924
-3.183818,127.497589,20.549286,4.714396,71.460167,1.814834,-13.72403,68.213913,1.882876,-3.185514,72.483337,20.390604,20.781281,11.688132,-8.554013,-30.333139,10.409812,-5.69183
-3.035317,127.371849,21.226557,4.632676,71.080757,1.914157,-13.723861,67.903809,2.003782,-3.128683,72.522522,20.597908,20.774609,11.701723,-8.581441,-30.347837,10.409918,-5.688925
-2.873912,127.246849,21.89279,4.566763,70.668221,2.068995,-13.726126,67.555122,2.120226,-3.013863,72.504829,20.890762,20.799976,11.714179,-8.601618,-30.41188,10.474398,-5.695172
-2.711135,127.124458,22.530907,4.506454,70.268883,2.191887,-13.72866,67.202255,2.228196,-2.927657,72.527573,21.107294,20.812967,11.71353,-8.640051,-30.463438,10.553471,-5.721378
-2.549936,127.005722,23.155006,4.479998,69.864845,2.278356,-14.079271,67.379807,1.909912,-2.837087,72.560738,21.350693,20.835745,11.730642,-8.662553,-30.470768,10.536022,-5.705518
-2.388925,126.892075,23.753212,4.446755,69.442627,2.295289,-14.16287,67.248695,1.962205,-2.728718,72.581779,21.573071,20.834024,11.744479,-8.670108,-30.488546,10.546288,-5.705833
-2.221663,126.790359,24.342335,4.441451,68.971542,2.322094,-14.159616,67.044075,2.164705,-2.431606,72.409081,21.975227,20.847452,11.760355,-8.678179,-30.510181,10.585537,-5.694113
-2.058753,126.674347,24.909752,4.435117,68.468414,2.377634,-14.156764,67.021683,2.285806,-2.299746,72.44194,22.191305,20.874781,11.747093,-8.678924,-30.520296,10.594863,-5.695542
-1.903261,126.564468,25.463499,4.421134,68.048965,2.501311,-14.221937,67.105309,2.398881,-2.25641,72.526466,22.348352,20.869036,11.737581,-8.682355,-30.560522,10.622722,-5.69682
-1.766327,126.458008,26.004171,4.418313,67.877106,2.591116,-14.389692,67.35582,2.45122,-2.105193,72.552048,22.564396,20.851145,11.745611,-8.682567,-30.572691,10.637753,-5.702976
-1.614024,126.350449,26.533077,4.445172,67.856911,2.688285,-14.531936,67.57547,2.509296,-2.126004,72.740723,22.622427,20.83802,11.748755,-8.662312,-30.572546,10.65256,-5.68743
-1.455438,126.231171,27.060617,4.522816,67.99836,2.734983,-14.66709,67.764961,2.534668,-1.978288,72.763382,22.812819,20.856857,11.721716,-8.650363,-30.570805,10.657477,-5.690444
-1.304933,126.135185,27.573502,4.613296,68.188293,2.772768,-14.806207,67.885582,2.49225,-1.999647,72.958656,22.850517,20.855312,11.719894,-8.66745,-30.571524,10.681144,-5.695739
-1.162759,126.047356,28.082142,4.705234,68.315704,2.819281,-14.882128,67.880486,2.442407,-1.841411,72.937553,23.040894,20.844671,11.720199,-8.666398,-30.569185,10.689376,-5.704197
-1.01092,125.975372,28.586195,4.766231,68.381035,2.895193,-14.937881,67.87587,2.388114,-1.734046,72.934479,23.183638,20.844524,11.724836,-8.672263,-30.562243,10.690451,-5.702705
-0.864668,125.913658,29.089989,4.813863,68.424408,2.964882,-14.922488,67.799446,2.355853,-1.633919,72.945786,23.301355,20.840816,11.729417,-8.672619,-30.576828,10.723641,-5.719443
-0.715391,125.863258,29.583178,4.85115,68.390976,3.053185,-14.860386,67.716156,2.354929,-1.419342,72.80719,23.531574,20.827162,11.707579,-8.684297,-30.573866,10.703115,-5.719232
-0.568115,125.829941,30.090281,4.88091,68.382355,3.127631,-14.737453,67.60585,2.369537,-1.306116,72.798698,23.647726,20.82045,11.703165,-8.685575,-30.57814,10.708213,-5.725257
-0.406635,125.825989,30.593508,4.932458,68.371574,3.195544,-14.573633,67.502075,2.40883,-1.117275,72.71611,23.844893,20.814898,11.706657,-8.686898,-30.561205,10.703478,-5.708375
-0.252596,125.830658,31.094454,4.985174,68.373138,3.23451,-14.399335,67.365242,2.460805,-1.011523,72.710312,23.94878,20.808998,11.698764,-8.691827,-30.560843,10.703631,-5.714782
-0.095252,125.853088,31.590357,5.041492,68.384697,3.25048,-14.188645,67.259247,2.551252,-0.789919,72.583397,24.155319,20.804701,11.696759,-8.702636,-30.575596,10.705955,-5.719179
0.058588,125.887489,32.092102,5.079865,68.391426,3.268118,-14.003289,67.150543,2.637889,-0.679885,72.561913,24.257175,20.801281,11.694829,-8.705198,-30.581608,10.707238,-5.727143
0.222539,125.933815,32.594246,5.087191,68.392487,3.298033,-13.825128,67.054245,2.71318,-0.472249,72.427452,24.448166,20.798672,11.683973,-8.707391,-30.628559,10.768312,-5.740301
0.385574,125.976089,33.090202,5.08909,68.392685,3.319925,-13.716947,66.969398,2.739623,-0.37021,72.398483,24.531239,20.797764,11.680972,-8.709628,-30.638674,10.775016,-5.747318
0.550909,126.03344,33.579845,5.090694,68.378448,3.339431,-13.623762,66.877327,2.708894,-0.166287,72.27636,24.686989,20.799545,11.678854,-8.716348,-30.622646,10.747918,-5.734652
0.712021,126.082947,34.059254,5.074277,68.362007,3.345318,-13.58668,66.838272,2.679161,-0.061518,72.224228,24.762428,20.80135,11.676756,-8.726196,-30.622625,10.752275,-5.747075
0.871466,126.139954,34.535732,5.060071,68.337914,3.365205,-13.554247,66.782867,2.667758,0.127142,72.079903,24.928284,20.800798,11.664942,-8.720034,-30.612803,10.72374,-5.732664
1.017898,126.196106,34.989872,5.030851,68.311707,3.37948,-13.572467,66.765114,2.632143,0.294595,71.932022,25.072153,20.799101,11.663351,-8.726602,-30.62208,10.739326,-5.745333
1.16632,126.247803,35.430218,5.012809,68.284805,3.400035,-13.589896,66.746223,2.587433,0.350569,71.919716,25.113811,20.797148,11.661988,-8.73094,-30.604988,10.696112,-5.724616
1.302704,126.290222,35.853287,4.992817,68.251625,3.410979,-13.621514,66.72934,2.564837,0.434093,71.8535,25.19523,20.795757,11.660598,-8.723405,-30.602114,10.695946,-5.736652
1.434305,126.333763,36.252087,4.981857,68.232704,3.412308,-13.653958,66.740662,2.55573,0.560732,71.743965,25.332142,20.795689,11.656527,-8.725231,-30.581408,10.652579,-5.714539
1.564654,126.353455,36.604778,4.977844,68.220299,3.392984,-13.690766,66.7257,2.523957,0.703049,71.61956,25.4634,20.796917,11.640955,-8.729563,-30.578911,10.65218,-5.727986
1.685703,126.35141,36.902111,4.975332,68.21064,3.384324,-13.735754,66.732346,2.476645,0.734007,71.617836,25.491186,20.799091,11.634529,-8.749935,-30.551092,10.600513,-5.729022
1.801463,126.317726,37.15321,4.973912,68.206215,3.381277,-13.780705,66.746735,2.442423,0.853776,71.513092,25.618658,20.80191,11.63116,-8.765214,-30.545965,10.591995,-5.742131
