timestamp,trackingRef1_tx,trackingRef1_ty,trackingRef1_tz,trackingRef1_rx,trackingRef1_ry,trackingRef1_rz,HMD0_tx,HMD0_ty,HMD0_tz,HMD0_rx,HMD0_ry,HMD0_rz
1.3500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.880186,133.296356,-40.829628,76.253227,20.073351,-2.639094
1.3666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.878672,133.282303,-40.845211,76.193222,20.014866,-2.650199
1.3833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.875420,133.279190,-40.858929,76.146492,19.877415,-2.661829
1.4000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.866369,133.276901,-40.867165,76.103821,19.650145,-2.686485
1.4166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.845299,133.275223,-40.869953,76.067039,19.300789,-2.729912
1.4333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.813845,133.282898,-40.871864,76.054138,18.837257,-2.787060
1.4500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.776260,133.289627,-40.873432,76.072075,18.274519,-2.837939
1.4666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.739096,133.294708,-40.861755,76.128067,17.654747,-2.888798
1.4833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.684490,133.298309,-40.846939,76.202789,16.991432,-2.941586
1.5000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.635923,133.302399,-40.828331,76.284142,16.271965,-3.010383
1.5166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.578550,133.310760,-40.808819,76.366333,15.482165,-3.099634
1.5333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.519564,133.312531,-40.786125,76.462418,14.635341,-3.205909
1.5500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.448582,133.313934,-40.767853,76.569771,13.754175,-3.316726
1.5666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.383053,133.315048,-40.753395,76.688599,12.881239,-3.424671
1.5833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.311872,133.315979,-40.737465,76.795525,12.040730,-3.536745
1.6000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.241844,133.316818,-40.734962,76.877892,11.247415,-3.656186
1.6166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.172716,133.317688,-40.733433,76.920563,10.512294,-3.788271
1.6333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.103668,133.319000,-40.732323,76.927032,9.843812,-3.933196
1.6500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.030460,133.304077,-40.737045,76.917526,9.248009,-4.093736
1.6666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.960609,133.298645,-40.755547,76.885414,8.729342,-4.267784
1.6833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.902195,133.289200,-40.778599,76.833725,8.289289,-4.450509
1.7000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.842489,133.276611,-40.810280,76.762085,7.935852,-4.634161
1.7166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.791544,133.261230,-40.838673,76.675232,7.671955,-4.808852
1.7333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.742605,133.246490,-40.879990,76.568481,7.500289,-4.970791
1.7500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.710188,133.236450,-40.920403,76.444595,7.421944,-5.108634
1.7666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.687672,133.222107,-40.961517,76.306458,7.440209,-5.224333
1.7833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.675230,133.210953,-40.999275,76.161934,7.546857,-5.314193
1.8000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.671511,133.208466,-41.041050,76.014084,7.745368,-5.380738
1.8166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.676718,133.206863,-41.073410,75.879219,8.019360,-5.422758
1.8333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.694685,133.205750,-41.105019,75.755669,8.370956,-5.432553
1.8500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.721989,133.204727,-41.122856,75.660133,8.784415,-5.424563
1.8666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.761711,133.206635,-41.126522,75.591606,9.263972,-5.379191
1.8833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.812271,133.213745,-41.128345,75.556313,9.804037,-5.301281
1.9000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.866961,133.220993,-41.123283,75.545670,10.398114,-5.193117
1.9166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.936232,133.227524,-41.110897,75.553604,11.033239,-5.054073
1.9333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.009829,133.237167,-41.091408,75.572372,11.690783,-4.891810
1.9500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.093975,133.243988,-41.067806,75.607437,12.364319,-4.697463
1.9666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.177658,133.254578,-41.040024,75.657410,13.042343,-4.487939
1.9833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.268837,133.259186,-41.011898,75.721161,13.725936,-4.257772
2.0000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.357903,133.262207,-40.984432,75.791443,14.413611,-4.013077
2.0166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.459377,133.264496,-40.956543,75.862793,15.098388,-3.751497
2.0333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.564629,133.266418,-40.926048,75.921730,15.773398,-3.482300
2.0500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.672361,133.268158,-40.902313,75.957375,16.430481,-3.202635
2.0666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.778603,133.269897,-40.883381,75.975052,17.060736,-2.918119
2.0833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.879122,133.258728,-40.855305,75.990433,17.662758,-2.626040
2.1000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.984924,133.257217,-40.833904,76.007645,18.226942,-2.337908
2.1166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.090143,133.253128,-40.820839,76.030281,18.744825,-2.053552
2.1333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.195961,133.246078,-40.804993,76.051186,19.212912,-1.783548
2.1500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.286934,133.244614,-40.783890,76.069168,19.621990,-1.530914
2.1666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.376026,133.243530,-40.764465,76.072617,19.971359,-1.304418
2.1833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.459309,133.242752,-40.750942,76.065102,20.253153,-1.092946
2.2000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.540123,133.242126,-40.730732,76.061378,20.471695,-0.902443
2.2166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.605967,133.241562,-40.712666,76.058029,20.619287,-0.723086
2.2333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.664663,133.240952,-40.691113,76.067375,20.705164,-0.572614
2.2500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.697277,133.240814,-40.659367,76.098083,20.716385,-0.450244
2.2666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.727732,133.243744,-40.631454,76.143318,20.666357,-0.373141
2.2833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.731512,133.246704,-40.597237,76.211113,20.548401,-0.336038
2.3000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.732412,133.249725,-40.571106,76.293076,20.373989,-0.340242
2.3166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.705933,133.262405,-40.535194,76.391197,20.136610,-0.374150
2.3333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.667084,133.273911,-40.491283,76.497429,19.848669,-0.448667
2.3500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.600254,133.282913,-40.449444,76.607712,19.514982,-0.558496
2.3666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.526102,133.293869,-40.415028,76.715973,19.153137,-0.709409
2.3833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.436117,133.306824,-40.380833,76.816597,18.762373,-0.896939
2.4000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.342979,133.312256,-40.355869,76.901192,18.360022,-1.121844
2.4166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.227655,133.315552,-40.332668,76.975357,17.945656,-1.376429
2.4333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-30.110342,133.318146,-40.327499,77.029427,17.530210,-1.656842
2.4500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.972811,133.315125,-40.325237,77.064911,17.109255,-1.961693
2.4666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.831335,133.310532,-40.334011,77.074707,16.700008,-2.289677
2.4833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.677299,133.299973,-40.356384,77.062477,16.293184,-2.634338
2.5000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.519539,133.289703,-40.399570,77.008469,15.903672,-3.009479
2.5166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.353849,133.276840,-40.458546,76.900757,15.522707,-3.426224
2.5333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.167465,133.260925,-40.532753,76.726852,15.158382,-3.908680
2.5500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.978510,133.242798,-40.615314,76.482956,14.804260,-4.452913
2.5666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.791662,133.214508,-40.712177,76.185585,14.474981,-5.046906
2.5833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.595867,133.188812,-40.809898,75.870102,14.172060,-5.657666
2.6000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.407446,133.164703,-40.902672,75.557602,13.911248,-6.252401
2.6166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.226028,133.135773,-40.993885,75.261292,13.689147,-6.807745
2.6333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.058964,133.110992,-41.076244,74.984909,13.508628,-7.315148
2.6500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.903957,133.083344,-41.146435,74.751442,13.362252,-7.760855
2.6666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.770214,133.063614,-41.205006,74.569542,13.248802,-8.147017
2.6833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.653513,133.047928,-41.252338,74.449493,13.166210,-8.465135
2.7000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.555796,133.034348,-41.283363,74.382538,13.102949,-8.724454
2.7166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.478838,133.028259,-41.304909,74.356995,13.067809,-8.920893
2.7333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.411713,133.025497,-41.308304,74.366364,13.056993,-9.061944
2.7500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.369171,133.023483,-41.310337,74.408279,13.073842,-9.147732
2.7666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.353537,133.021912,-41.297672,74.474167,13.113146,-9.180519
2.7833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.348591,133.029694,-41.277126,74.556587,13.182784,-9.169043
2.8000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.365414,133.041824,-41.248810,74.646523,13.271740,-9.116300
2.8166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.405226,133.061081,-41.222893,74.735878,13.387202,-9.022650
2.8333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.458620,133.078903,-41.190353,74.824654,13.512768,-8.894850
2.8500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.532162,133.102112,-41.153458,74.917938,13.647561,-8.736142
2.8666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.614443,133.125443,-41.116367,75.013741,13.777678,-8.554169
2.8833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.716803,133.144470,-41.072311,75.118080,13.902519,-8.349271
2.9000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.835020,133.165207,-41.031738,75.222336,14.021564,-8.114716
2.9166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-27.972031,133.188400,-40.985416,75.336266,14.135325,-7.843696
2.9333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.120955,133.212723,-40.932671,75.460678,14.249524,-7.536852
2.9500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.282276,133.232056,-40.880985,75.591377,14.369639,-7.195530
2.9666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.458912,133.252151,-40.828621,75.721901,14.494703,-6.822320
2.9833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.642487,133.267502,-40.779156,75.843697,14.635086,-6.420943
3.0000000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-28.835476,133.281204,-40.732468,75.949364,14.793295,-5.991079
3.0166666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.032663,133.284317,-40.690029,76.036095,14.964993,-5.536839
3.0333333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.234947,133.286484,-40.652935,76.104599,15.152113,-5.059445
3.0500000000,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.438669,133.287994,-40.616837,76.152802,15.351228,-4.567502
3.0666666667,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.643826,133.288757,-40.591454,76.175919,15.559523,-4.071139
3.0833333333,-119.393265,197.311508,-93.796249,170.822479,-52.508984,-179.970337,-29.840851,133.288651,-40.562714,76.179726,15.773392,-3.573504
