head_x,head_y,head_z,r_controller_x,r_controller_y,r_controller_1_z,l_controller_x,l_controller_y,l_controller_z,waist_x,waist_y,waist_z,r_foot_x,r_foot_y,r_foot_z,l_foot_x,l_foot_y,l_foot_z
-20.266081,160.247284,-6.025516,14.005039,84.273476,-10.139356,-42.780891,79.178528,-14.403992,-16.829472,100.7425,-7.315028,10.211254,25.564766,-13.989665,-19.782612,9.742153,0.721978
-20.122696,160.307449,-6.023175,14.023786,84.166458,-10.246493,-42.7803,79.272911,-14.438511,-16.757351,100.657005,-7.400477,10.698137,24.363356,-12.792407,-19.793945,9.753774,0.725357
-19.959303,160.371201,-6.022028,14.05333,84.064934,-10.365688,-42.779701,79.363472,-14.463078,-16.652533,100.546974,-7.471935,11.230391,23.2628,-11.619777,-19.795525,9.755354,0.728632
-19.790972,160.434433,-6.030958,14.0979,83.964638,-10.502411,-42.778996,79.446823,-14.476189,-16.566307,100.454048,-7.562677,11.764519,22.184286,-10.552212,-19.797398,9.757682,0.73185
-19.609211,160.497391,-6.04734,14.15208,83.878792,-10.664305,-42.767635,79.534714,-14.481051,-16.466099,100.329208,-7.639397,12.321126,21.223101,-9.505339,-19.799263,9.760061,0.735356
-19.424894,160.55777,-6.070915,14.208936,83.810829,-10.849847,-42.743587,79.603828,-14.47337,-16.375885,100.226524,-7.729043,12.859933,20.38608,-8.531124,-19.801228,9.762531,0.742855
-19.228399,160.622574,-6.095448,14.279757,83.764145,-11.052997,-42.704567,79.666328,-14.453829,-16.267153,100.0811,-7.797626,13.404846,19.648176,-7.587179,-19.803349,9.766183,0.753527
-19.019814,160.687698,-6.131011,14.368305,83.731506,-11.270703,-42.657845,79.716743,-14.411759,-16.145559,99.98687,-7.876494,13.896535,18.920193,-6.646008,-19.805559,9.769076,0.764572
-18.805252,160.752716,-6.182302,14.466004,83.732368,-11.507974,-42.59726,79.751266,-14.358561,-15.978814,99.909142,-7.912346,14.383005,18.176964,-5.835638,-19.807781,9.771921,0.767735
-18.583668,160.815674,-6.249021,14.567682,83.755844,-11.757153,-42.537949,79.778282,-14.293991,-15.83941,99.858772,-7.986489,14.78986,17.44227,-5.069167,-19.824226,9.794257,0.788371
-18.345648,160.857544,-6.311379,14.679608,83.799362,-12.021972,-42.462357,79.802994,-14.229561,-15.687075,99.843193,-8.022324,15.213242,16.696966,-4.371949,-19.831774,9.798291,0.797607
-18.09523,160.88205,-6.370953,14.798283,83.855736,-12.289221,-42.347969,79.798309,-14.130176,-15.535529,99.819344,-8.086849,15.522603,16.016262,-3.765212,-19.855659,9.801517,0.802883
-17.84347,160.896378,-6.415402,14.915874,83.94075,-12.586226,-42.216858,79.802605,-14.047784,-15.373302,99.832069,-8.107472,15.832501,15.434629,-3.216324,-19.881283,9.803679,0.807123
-17.571737,160.906097,-6.459347,15.041965,84.043938,-12.884991,-42.061501,79.790916,-13.95052,-15.204665,99.8032,-8.157903,16.091183,14.913046,-2.679596,-19.897251,9.801962,0.821009
-17.292898,160.922607,-6.50149,15.176408,84.153633,-13.183303,-41.894669,79.790192,-13.868398,-14.997101,99.752045,-8.173482,16.281418,14.399038,-2.133686,-19.911617,9.802651,0.832254
-17.003618,160.942902,-6.561971,15.332108,84.26226,-13.468537,-41.724346,79.789604,-13.801066,-14.766554,99.681297,-8.225666,16.435781,13.936346,-1.54699,-19.913805,9.804143,0.833482
-16.697323,160.962158,-6.624118,15.494032,84.360489,-13.756869,-41.548096,79.783089,-13.747129,-14.502969,99.586128,-8.250839,16.504734,13.551084,-1.053402,-19.925554,9.788683,0.834468
-16.377312,160.985947,-6.702446,15.67828,84.445671,-14.020706,-41.359478,79.776932,-13.696165,-14.17586,99.471985,-8.285427,16.477983,13.338237,-0.588758,-19.92157,9.789904,0.835258
-16.035702,161.005707,-6.756791,15.870774,84.519249,-14.279989,-41.160172,79.792564,-13.662214,-13.845423,99.453522,-8.286047,16.31739,13.168351,-0.141217,-19.91769,9.791591,0.8359
-15.695156,161.028549,-6.828327,16.085911,84.582329,-14.52327,-40.9426,79.793381,-13.625877,-13.500059,99.455841,-8.321347,16.068199,12.962919,0.375112,-19.929844,9.808847,0.836439
-15.329846,161.045227,-6.881713,16.316465,84.624908,-14.750047,-40.713093,79.812355,-13.603184,-13.138833,99.460922,-8.338871,15.762629,12.751281,0.857703,-19.941179,9.812564,0.836921
-14.935648,161.061142,-6.945862,16.58194,84.64769,-14.950856,-40.474213,79.833778,-13.578298,-12.740676,99.522133,-8.389813,15.426342,12.590396,1.298543,-19.933151,9.798661,0.837145
-14.529671,161.07959,-7.004114,16.849649,84.656769,-15.130381,-40.22562,79.879364,-13.570634,-12.339424,99.534431,-8.407781,15.075476,12.433771,1.735344,-19.932709,9.800117,0.826612
-14.106104,161.089462,-7.076734,17.154575,84.658257,-15.309107,-39.938232,79.906174,-13.543781,-11.89045,99.554962,-8.414077,14.730895,12.311753,2.171804,-19.930714,9.801737,0.820038
-13.658741,161.08844,-7.127317,17.456057,84.657387,-15.461731,-39.611996,79.936882,-13.521843,-11.438492,99.53035,-8.438431,14.488004,12.106893,2.546137,-19.928514,9.802965,0.822055
-13.186703,161.085205,-7.177006,17.788305,84.653343,-15.6127,-39.239197,79.95108,-13.485103,-10.963008,99.513428,-8.456664,14.284592,11.905898,2.940141,-19.926388,9.803245,0.825056
-12.699631,161.054535,-7.221067,18.13673,84.649048,-15.762113,-38.824455,79.972084,-13.466786,-10.466971,99.486641,-8.468993,14.184238,11.601964,3.260631,-19.936661,9.800332,0.82849
-12.191197,161.009872,-7.259379,18.502775,84.639488,-15.914116,-38.366512,79.959419,-13.419315,-9.978635,99.456802,-8.487591,14.115339,11.288721,3.564695,-19.950712,9.795979,0.833465
-11.660291,160.94487,-7.285435,18.891487,84.622406,-16.067883,-37.8834,79.956451,-13.394112,-9.451414,99.385132,-8.506948,14.125869,11.038466,3.746153,-19.95236,9.78953,0.838392
-11.094974,160.8703,-7.306962,19.312992,84.579247,-16.214815,-37.369583,79.917091,-13.34044,-8.913477,99.298538,-8.519172,14.094118,10.834034,3.91048,-19.951241,9.783275,0.850469
-10.506094,160.801331,-7.320642,19.738607,84.521339,-16.351585,-36.868614,79.902458,-13.316401,-8.302385,99.184212,-8.530284,14.057981,10.767231,4.106395,-19.946531,9.779648,0.858933
-9.890275,160.730713,-7.343602,20.183542,84.44445,-16.47752,-36.344429,79.835526,-13.252913,-7.688614,99.073868,-8.540276,14.09793,10.609899,4.332768,-19.945583,9.780299,0.862083
-9.253007,160.66304,-7.36481,20.649435,84.348328,-16.576641,-35.864429,79.823448,-13.228647,-7.015419,98.948914,-8.533472,14.104583,10.521206,4.448246,-19.944923,9.782105,0.862834
-8.576624,160.598938,-7.396215,21.147934,84.244774,-16.671848,-35.475273,79.94149,-13.28067,-6.343823,98.863991,-8.541118,14.103673,10.44203,4.62082,-19.94445,9.784759,0.861926
-7.886397,160.53804,-7.413188,21.668346,84.136002,-16.731882,-34.968697,79.894775,-13.208261,-5.633827,98.780029,-8.512687,14.096397,10.390641,4.739036,-19.944067,9.795269,0.860519
-7.164535,160.478775,-7.440545,22.246361,84.029778,-16.791632,-34.416355,79.780281,-13.019718,-4.93986,98.721825,-8.49605,14.066628,10.351909,4.865313,-19.943668,9.808751,0.858788
-6.432918,160.42511,-7.453506,22.856779,83.941284,-16.834612,-33.876804,79.754784,-12.930243,-4.217854,98.661499,-8.467576,14.052553,10.307359,4.934588,-19.943155,9.824517,0.856906
-5.693507,160.380615,-7.478573,23.5191,83.868347,-16.900801,-33.301445,79.714355,-12.80717,-3.539698,98.635292,-8.450686,14.00937,10.30681,4.982495,-19.95219,9.857782,0.855048
-4.940624,160.336319,-7.492435,24.227316,83.788429,-16.931431,-32.711906,79.691315,-12.687042,-2.813417,98.576996,-8.401103,14.014753,10.280534,5.034171,-19.945696,9.882571,0.851736
-4.167685,160.28627,-7.509197,24.978361,83.66507,-16.934807,-32.041775,79.607597,-12.530631,-2.168955,98.54007,-8.363882,14.017656,10.258755,5.066819,-19.920721,9.8893,0.848414
-3.408174,160.244797,-7.520917,25.710089,83.533775,-16.910269,-31.357149,79.543831,-12.355291,-1.480575,98.48217,-8.307757,14.020602,10.239146,5.109986,-19.893305,9.923889,0.844935
-2.65917,160.203125,-7.552726,26.426075,83.368256,-16.856852,-30.643444,79.465607,-12.169984,-0.865826,98.383141,-8.272424,13.988378,10.237568,5.124465,-19.882248,9.975869,0.832133
-1.921506,160.133194,-7.567678,27.12768,83.156097,-16.761002,-29.86058,79.347298,-11.960502,-0.193306,98.241432,-8.213623,13.947994,10.223783,5.148232,-19.861624,10.001518,0.819661
-1.175015,160.054962,-7.5848,27.851219,82.91716,-16.651731,-29.066536,79.198212,-11.745097,0.409685,98.124985,-8.17579,13.916099,10.186473,5.164265,-19.845152,10.023083,0.815794
-0.463462,159.959137,-7.598903,28.524035,82.632553,-16.485975,-28.248199,79.023674,-11.528326,1.056389,97.968521,-8.10175,13.870362,10.166008,5.167841,-19.848841,10.04635,0.809209
0.234157,159.866943,-7.611292,29.192104,82.318977,-16.296003,-27.436068,78.842377,-11.317835,1.612438,97.889915,-8.069489,13.841463,10.12678,5.171391,-19.853859,10.075348,0.793331
0.900231,159.753967,-7.62384,29.812153,81.959023,-16.045416,-26.622774,78.647583,-11.111378,2.185905,97.745636,-7.99415,13.794035,10.094148,5.175992,-19.86515,10.089952,0.778134
1.555817,159.651474,-7.621387,30.433453,81.582047,-15.767638,-25.816681,78.465157,-10.917567,2.635482,97.663094,-7.984889,13.750754,10.080341,5.179758,-19.855015,10.103063,0.768839
2.177006,159.546021,-7.600091,31.006054,81.181763,-15.433045,-25.013918,78.321739,-10.734282,3.109016,97.55378,-7.943279,13.730782,10.078439,5.18438,-19.844797,10.121395,0.751517
2.774444,159.45842,-7.576605,31.564318,80.780815,-15.089817,-24.273521,78.170921,-10.570786,3.481601,97.497429,-7.927326,13.700649,10.077086,5.169847,-19.834768,10.144547,0.729937
3.338945,159.382706,-7.533147,32.081356,80.358597,-14.679374,-23.609751,78.044434,-10.440986,3.871275,97.422714,-7.889799,13.686472,10.07065,5.16349,-19.82538,10.164892,0.717712
3.884995,159.326401,-7.495533,32.574818,79.937653,-14.248783,-23.014154,77.948898,-10.355185,4.212846,97.390999,-7.876465,13.681279,10.065823,5.158856,-19.808151,10.180409,0.702647
4.390073,159.286987,-7.442076,33.00848,79.513214,-13.787985,-22.509518,77.90258,-10.302253,4.594151,97.334198,-7.864991,13.677913,10.060347,5.158212,-19.809591,10.201039,0.696228
4.873229,159.268021,-7.394155,33.410782,79.088898,-13.308065,-22.0196,77.887375,-10.290498,4.931337,97.312057,-7.886824,13.673564,10.049694,5.158085,-19.811167,10.219639,0.68672
5.319082,159.266159,-7.33049,33.733963,78.667221,-12.822762,-21.595581,77.912956,-10.265695,5.30889,97.251381,-7.883993,13.662172,10.048187,5.158317,-19.815989,10.232255,0.683093
5.726476,159.283585,-7.290056,34.012272,78.287949,-12.357591,-21.144243,77.965973,-10.291607,5.622722,97.224174,-7.927751,13.652036,10.048187,5.158744,-19.838585,10.267175,0.663628
6.112698,159.302277,-7.229117,34.221382,77.913544,-11.889223,-20.70013,78.035362,-10.27529,5.954341,97.161903,-7.949053,13.646895,10.048071,5.159208,-19.846331,10.282563,0.654535
6.479373,159.333969,-7.177739,34.409931,77.581062,-11.461204,-20.242193,78.082695,-10.254927,6.262556,97.120155,-7.984245,13.656651,10.032531,5.159572,-19.852987,10.283235,0.64884
6.822914,159.371307,-7.122315,34.515789,77.285202,-11.053827,-19.790741,78.151138,-10.22809,6.586937,97.067154,-8.002422,13.656004,10.047181,5.1601,-19.870102,10.282292,0.639449
7.141324,159.423172,-7.084691,34.596207,77.037025,-10.710876,-19.385866,78.213631,-10.202467,6.860005,97.042915,-8.0433,13.654911,10.053917,5.160875,-19.892975,10.280838,0.610822
7.445115,159.463058,-7.039094,34.634018,76.825562,-10.414523,-18.99963,78.265808,-10.173379,7.147744,97.00563,-8.07646,13.650006,10.057042,5.161855,-19.917269,10.265087,0.583716
7.745195,159.514389,-7.001742,34.677567,76.666985,-10.203633,-18.66077,78.298065,-10.12295,7.411436,96.979889,-8.108746,13.654412,10.056663,5.163527,-19.941332,10.243632,0.560553
8.02928,159.56073,-6.962375,34.685955,76.546356,-10.050445,-18.366909,78.328407,-10.086503,7.663692,96.946808,-8.137121,13.640842,10.054634,5.16574,-19.981033,10.223974,0.545131
8.313693,159.615952,-6.92867,34.678028,76.478149,-9.97195,-18.099472,78.344955,-10.039871,7.906438,96.917015,-8.151696,13.636862,10.05169,5.159758,-19.997005,10.200954,0.522475
8.587037,159.663773,-6.907625,34.670078,76.454643,-9.9935,-17.859705,78.351212,-9.999137,8.121644,96.896622,-8.176477,13.634625,10.048151,5.158362,-20.019835,10.17568,0.478237
8.870405,159.723083,-6.893252,34.687176,76.475151,-10.094224,-17.649515,78.341682,-9.962235,8.342771,96.867218,-8.159826,13.63306,10.040946,5.157352,-20.005659,10.150548,0.436022
9.146386,159.775528,-6.882676,34.696236,76.530571,-10.267961,-17.450634,78.325012,-9.920411,8.564592,96.837982,-8.144119,13.631752,10.039072,5.156239,-20.012939,10.132205,0.394218
9.431517,159.831482,-6.870432,34.721161,76.607147,-10.469285,-17.262066,78.309357,-9.864075,8.77541,96.836357,-8.112199,13.630518,10.037886,5.152942,-20.022118,10.102471,0.342797
9.718801,159.892197,-6.867479,34.749962,76.709404,-10.746739,-17.07752,78.304878,-9.800267,8.989293,96.837158,-8.0707,13.629177,10.037007,5.149646,-20.042038,10.1122,0.283729
10.016166,159.962936,-6.866283,34.775539,76.84317,-11.052191,-16.916809,78.314217,-9.736253,9.223632,96.837296,-8.000834,13.625915,10.036053,5.146426,-20.054058,10.115674,0.212565
10.315132,160.033905,-6.872891,34.802544,76.985535,-11.396256,-16.768456,78.355156,-9.685628,9.455553,96.851707,-7.9264,13.621662,10.04615,5.143095,-20.083475,10.123479,0.1291
10.617867,160.117065,-6.890835,34.823647,77.156654,-11.748219,-16.666733,78.425995,-9.644141,9.660914,96.88266,-7.851176,13.603926,10.049648,5.133851,-20.120344,10.149251,0.003154
10.927213,160.188156,-6.912596,34.826527,77.327591,-12.110519,-16.61586,78.53376,-9.631915,9.866064,96.907753,-7.748226,13.590525,10.051846,5.12201,-20.122911,10.174975,-0.162781
11.249396,160.273331,-6.932126,34.826401,77.525772,-12.472558,-16.624186,78.677872,-9.626223,10.030211,96.963051,-7.630672,13.584275,10.04238,5.112512,-20.124907,10.20147,-0.324815
11.569786,160.354813,-6.956514,34.82196,77.728981,-12.831797,-16.694307,78.884377,-9.654945,10.199692,97.006622,-7.495988,13.572884,10.038764,5.105235,-20.144554,10.264738,-0.523172
11.912037,160.447815,-6.978853,34.817867,77.959648,-13.179743,-16.808842,79.136833,-9.69983,10.348734,97.063187,-7.337872,13.565453,10.021841,5.095588,-20.11517,10.318741,-0.798754
12.242194,160.535233,-7.00554,34.796921,78.196014,-13.499289,-16.998514,79.453133,-9.754673,10.507776,97.101044,-7.161273,13.550276,10.026218,5.090307,-20.081745,10.444384,-1.133133
12.585027,160.625015,-7.034478,34.77169,78.454224,-13.804131,-17.212996,79.813179,-9.850979,10.614531,97.13829,-6.95844,13.549058,10.00857,5.088518,-20.014101,10.657014,-1.572007
12.914814,160.702423,-7.061921,34.728813,78.701118,-14.087307,-17.472731,80.211967,-9.936749,10.68182,97.177513,-6.745008,13.548039,10.00072,5.08724,-19.896614,11.026954,-2.010635
13.246253,160.780914,-7.094409,34.689625,78.959061,-14.35603,-17.745296,80.602654,-10.017973,10.746323,97.234795,-6.491105,13.547068,9.993922,5.08586,-19.631542,11.620346,-2.458025
13.565612,160.83876,-7.116278,34.646877,79.187874,-14.601757,-18.062332,81.005569,-10.062807,10.763783,97.286278,-6.268313,13.54599,9.989582,5.080168,-19.394854,12.541159,-2.88849
13.878316,160.892334,-7.136996,34.622166,79.393219,-14.823061,-18.368382,81.388863,-10.123518,10.783227,97.359131,-6.044941,13.554939,9.974801,5.070115,-19.103676,13.703166,-3.228087
14.180002,160.941101,-7.159291,34.594566,79.563156,-15.016898,-18.70644,81.758369,-10.102643,10.776756,97.473129,-5.84716,13.532002,9.961532,5.057412,-18.830582,15.036814,-3.684493
14.477691,160.981155,-7.181026,34.606117,79.695801,-15.179531,-19.025543,82.089645,-10.061898,10.838441,97.600105,-5.663797,13.524605,9.940801,5.048889,-18.323732,16.466747,-4.043548
14.756658,161.005936,-7.188094,34.625801,79.773071,-15.28949,-19.344761,82.394272,-9.953552,10.907991,97.769058,-5.49631,13.522118,9.939533,5.016699,-17.650646,18.045755,-4.476308
15.024581,161.019913,-7.190208,34.667698,79.842537,-15.388133,-19.65568,82.681976,-9.82716,11.053113,97.920143,-5.357474,13.519823,9.934022,4.996362,-16.791449,19.734934,-5.00959
15.276993,161.025543,-7.186831,34.727215,79.859268,-15.463225,-19.938347,82.926834,-9.644798,11.19537,98.07991,-5.226603,13.517809,9.942558,4.988017,-15.87333,21.561552,-5.501904
15.518771,161.029922,-7.172278,34.82687,79.854935,-15.52647,-20.209452,83.16021,-9.456285,11.359062,98.238914,-5.134063,13.532878,9.941094,4.981257,-14.959676,23.469492,-6.128417
15.746078,161.03595,-7.158163,34.949181,79.835915,-15.576255,-20.48144,83.352066,-9.219147,11.548051,98.390747,-5.027973,13.538846,9.939508,4.96747,-14.139757,25.497221,-6.758671
15.959765,161.040314,-7.140484,35.110146,79.815498,-15.631795,-20.756432,83.537895,-8.979362,11.675101,98.568558,-4.963202,13.541358,9.938745,4.954031,-13.344998,27.630333,-7.373335
16.163046,161.042511,-7.11148,35.298622,79.78688,-15.692889,-21.018461,83.695061,-8.697719,11.811396,98.744377,-4.926252,13.541819,9.948662,4.94743,-12.56063,29.827398,-8.113802
16.35755,161.044678,-7.074647,35.502201,79.766434,-15.738102,-21.290367,83.826355,-8.417276,11.963185,98.925377,-4.864243,13.530807,9.938134,4.940223,-11.880323,32.031792,-8.788524
16.530224,161.046967,-7.046602,35.679535,79.740814,-15.776485,-21.554401,83.920853,-8.122541,12.114562,99.086044,-4.835837,13.485406,9.921553,4.921512,-11.230418,34.253975,-9.571764
16.694504,161.060654,-7.008645,35.852261,79.758286,-15.786626,-21.832336,84.003052,-7.821033,12.232656,99.269287,-4.808005,13.455008,9.912057,4.921054,-10.672966,36.444504,-10.30429
16.860815,161.083954,-6.965061,36.038609,79.801628,-15.787157,-22.050749,84.073441,-7.508448,12.372003,99.449585,-4.781075,13.437348,9.898707,4.896925,-10.078334,38.594307,-11.043764
17.018322,161.110413,-6.916451,36.236996,79.869026,-15.78233,-22.267365,84.119652,-7.226078,12.44286,99.678947,-4.781218,13.434412,9.884562,4.895439,-9.533677,40.764801,-11.752664
17.164749,161.135529,-6.865629,36.428818,79.955093,-15.776151,-22.448933,84.130486,-6.926921,12.53875,99.908737,-4.776057,13.418114,9.882411,4.889125,-9.064174,42.856194,-12.429907
17.304468,161.172195,-6.804808,36.608116,80.054176,-15.757353,-22.628464,84.136963,-6.658414,12.596959,100.221992,-4.790535,13.417131,9.881704,4.884462,-8.645924,44.916763,-13.172725
17.4433,161.212936,-6.731876,36.772903,80.14859,-15.731153,-22.759836,84.140106,-6.387744,12.69789,100.496277,-4.785631,13.416751,9.881442,4.872824,-8.264681,46.88932,-13.871142
17.577158,161.257446,-6.656514,36.926453,80.247444,-15.685597,-22.874643,84.134392,-6.144372,12.755871,100.793167,-4.789996,13.426959,9.881516,4.863284,-7.936089,48.792534,-14.576498
17.698814,161.296524,-6.580478,37.047924,80.320534,-15.62466,-22.940811,84.149895,-5.926163,12.851205,101.038208,-4.749226,13.454534,9.881816,4.851769,-7.65402,50.606277,-15.234781
17.816931,161.33551,-6.503545,37.152046,80.388466,-15.541113,-22.98045,84.179642,-5.749152,12.886518,101.299561,-4.741218,13.50316,9.882237,4.864551,-7.372158,52.304047,-15.850469
17.933666,161.367783,-6.413619,37.239857,80.418472,-15.447865,-22.981449,84.226166,-5.601769,12.941469,101.501038,-4.687839,13.573544,9.896987,4.867567,-7.138665,53.906689,-16.469393
18.052767,161.379669,-6.330979,37.341919,80.438911,-15.366066,-22.958677,84.289894,-5.503026,12.973885,101.736443,-4.654167,13.655339,9.903169,4.870228,-6.945737,55.401592,-17.066067
18.157209,161.380493,-6.249784,37.442963,80.41864,-15.294841,-22.883734,84.393143,-5.477682,12.941658,102.061623,-4.691793,13.719837,9.91439,4.866509,-6.782576,56.82666,-17.614698
18.269789,161.369614,-6.168061,37.563625,80.391632,-15.237163,-22.838329,84.534721,-5.48881,12.883661,102.427277,-4.740656,13.779601,9.903563,4.861125,-6.681823,58.106171,-18.144882
18.37451,161.344604,-6.086587,37.678513,80.318542,-15.176972,-22.770023,84.698822,-5.527328,12.732701,102.793549,-4.861036,13.897688,10.020754,4.892847,-6.618874,59.30386,-18.616236
18.483442,161.310455,-6.005349,37.803959,80.226387,-15.105836,-22.7118,84.876831,-5.59948,12.749828,103.005859,-4.854156,13.963902,10.018266,4.882946,-6.582421,60.388226,-19.074724
18.581142,161.259995,-5.92517,37.92115,80.102814,-15.060992,-22.650999,85.065956,-5.679633,12.849031,103.139786,-4.76187,14.023528,10.054834,4.876557,-6.611165,61.37125,-19.508518
18.682642,161.199844,-5.842751,38.041805,79.991325,-15.029486,-22.610521,85.259895,-5.789583,12.527389,103.516785,-4.956516,14.020332,10.037577,4.85411,-6.664175,62.261822,-19.909977
18.776138,161.127991,-5.75034,38.151348,79.850563,-14.99332,-22.575628,85.432007,-5.89544,12.518709,103.677444,-4.917471,13.993837,10.027349,4.829096,-6.75855,63.127926,-20.296686
18.863646,161.047562,-5.656406,38.260139,79.705917,-14.951186,-22.570917,85.58342,-6.017281,12.24914,103.991661,-5.065142,13.943327,9.984384,4.805239,-6.798189,63.879292,-20.629019
18.946724,160.969879,-5.568844,38.353012,79.558784,-14.933824,-22.57848,85.717712,-6.131797,12.346807,104.036354,-4.925564,13.83818,9.982424,4.778299,-6.865035,64.589905,-20.912161
19.018951,160.89415,-5.495741,38.44482,79.43248,-14.932447,-22.596115,85.842453,-6.27147,12.241194,104.199585,-4.943567,13.731698,9.931507,4.782801,-6.879432,65.181435,-21.173813
19.082527,160.809509,-5.427603,38.516911,79.292908,-14.93255,-22.612043,85.931328,-6.39116,12.246421,104.25219,-4.869003,13.654363,9.918336,4.781462,-6.931023,65.71212,-21.383539
19.140533,160.72522,-5.360099,38.59156,79.1716,-14.935266,-22.631269,85.987503,-6.518432,11.991693,104.472427,-4.96693,13.590217,9.907085,4.776502,-6.878657,66.124107,-21.533907
19.183125,160.638397,-5.302372,38.640465,79.057236,-14.954953,-22.645853,86.025955,-6.633157,11.851578,104.597321,-4.96041,13.553663,9.882444,4.772564,-6.896061,66.539276,-21.67481
19.214071,160.560638,-5.25503,38.67411,78.957802,-14.967031,-22.677094,86.070854,-6.757438,11.690563,104.738564,-4.976491,13.524341,9.893205,4.769952,-6.833158,66.835022,-21.746836
19.235394,160.473587,-5.198877,38.689819,78.849304,-14.991232,-22.690536,86.117088,-6.867921,11.636623,104.79673,-4.911919,13.501576,9.885822,4.756336,-6.806029,67.094177,-21.798727
19.238901,160.397278,-5.152316,38.670975,78.751961,-14.992922,-22.725899,86.175751,-6.971423,11.393915,104.986343,-4.997734,13.494631,9.885602,4.756808,-6.752352,67.269958,-21.816626
19.240255,160.315582,-5.103157,38.617977,78.6493,-15.003945,-22.766106,86.270111,-7.051889,11.512412,104.90551,-4.82957,13.479186,9.888422,4.760066,-6.731443,67.452896,-21.830708
19.226812,160.24884,-5.064841,38.548275,78.584679,-15.019243,-22.817923,86.372375,-7.1302,11.181091,105.124092,-4.987444,13.468305,9.894352,4.767838,-6.621758,67.509323,-21.811623
19.210848,160.177109,-5.019255,38.450966,78.508766,-15.041545,-22.859238,86.486183,-7.184567,11.222272,105.064171,-4.842813,13.449429,9.90986,4.780058,-6.532876,67.525169,-21.77088
19.186222,160.113388,-4.96596,38.350006,78.46582,-15.060738,-22.894659,86.594894,-7.227081,11.010777,105.214134,-4.915463,13.420036,9.905941,4.809878,-6.365411,67.455414,-21.720938
19.158211,160.050797,-4.910882,38.228142,78.419609,-15.094003,-22.915703,86.691116,-7.251793,11.003201,105.181923,-4.80587,13.358748,9.904567,4.823285,-6.228799,67.390854,-21.671976
19.126879,160.004822,-4.857476,38.120735,78.419868,-15.128511,-22.939453,86.793449,-7.255191,10.842613,105.267563,-4.856917,13.305032,9.903414,4.850298,-6.029113,67.267593,-21.627798
19.098186,159.955338,-4.792297,38.02319,78.422699,-15.174373,-22.946791,86.876343,-7.247999,10.95687,105.1082,-4.671827,13.262433,9.901938,4.868846,-5.87479,67.142693,-21.586359
19.076195,159.916061,-4.722964,37.969646,78.43782,-15.222454,-22.965456,86.927612,-7.201268,10.607721,105.259239,-4.844765,13.257808,9.898221,4.877518,-5.693321,66.97271,-21.543165
19.055927,159.902954,-4.654444,37.910362,78.45768,-15.291034,-22.975967,86.969307,-7.136804,10.487266,105.229698,-4.808614,13.249613,9.895708,4.882094,-5.565971,66.824814,-21.520748
19.025074,159.901688,-4.605668,37.864098,78.497154,-15.357016,-23.02949,87.001465,-7.06124,10.243024,105.326118,-4.898358,13.270951,9.907036,4.873595,-5.417963,66.613991,-21.478617
19.002644,159.901138,-4.549302,37.803452,78.525131,-15.410795,-23.092976,87.021713,-6.963616,10.231142,105.299385,-4.860412,13.293603,9.914488,4.89036,-5.332558,66.423347,-21.461153
18.982132,159.900894,-4.491397,37.733231,78.539536,-15.412444,-23.201578,87.027214,-6.846517,10.121813,105.366676,-4.899424,13.343552,9.916725,4.914494,-5.273064,66.223343,-21.434441
18.960392,159.900543,-4.425546,37.626423,78.538467,-15.42269,-23.354052,87.048965,-6.712093,10.208155,105.256561,-4.721592,13.353294,9.923463,4.934515,-5.24468,66.051949,-21.40085
18.939125,159.910736,-4.371546,37.508282,78.560295,-15.422942,-23.514038,87.081657,-6.59052,9.88136,105.442207,-4.925197,13.364479,9.925622,4.934612,-5.250383,65.909325,-21.377396
18.91235,159.926544,-4.332355,37.371933,78.548615,-15.408279,-23.666958,87.111946,-6.465872,9.727756,105.482246,-4.943305,13.346529,9.927163,4.930532,-5.297526,65.767471,-21.386106
18.874739,159.963242,-4.305541,37.22715,78.571487,-15.38656,-23.823996,87.150993,-6.359108,9.658713,105.49369,-4.974723,13.336173,9.92866,4.911889,-5.340551,65.609146,-21.364676
18.844105,160.000977,-4.28306,37.103012,78.587791,-15.36283,-23.937214,87.169807,-6.241548,9.591487,105.499359,-4.930745,13.331628,9.944784,4.91316,-5.417137,65.43911,-21.348316
18.809574,160.033264,-4.250407,37.00375,78.603241,-15.320925,-24.04685,87.171585,-6.12349,9.455065,105.57132,-4.984985,13.342398,9.926748,4.914091,-5.512482,65.226898,-21.321075
18.762001,160.06926,-4.230512,36.902451,78.632904,-15.290473,-24.117731,87.13768,-6.006309,9.767584,105.303482,-4.677857,13.320397,9.926057,4.914895,-5.663537,64.992218,-21.28635
18.684828,160.110458,-4.204319,36.781937,78.681252,-15.263532,-24.20437,87.120049,-5.890821,9.232935,105.639954,-4.992624,13.284534,9.925179,4.915755,-5.839297,64.682297,-21.221033
18.611742,160.145721,-4.187687,36.658142,78.717178,-15.226186,-24.316605,87.115173,-5.797854,9.267782,105.523293,-4.858783,13.238918,9.924222,4.916854,-6.057524,64.262856,-21.097969
18.534779,160.182938,-4.183208,36.541409,78.747612,-15.166003,-24.436123,87.109619,-5.716832,9.063873,105.58078,-4.96054,13.233056,9.898754,4.918374,-6.324487,63.759392,-20.951414
