timestamp,trackingRef1_tx,trackingRef1_ty,trackingRef1_tz,trackingRef1_rx,trackingRef1_ry,trackingRef1_rz,trackingRef2_tx,trackingRef2_ty,trackingRef2_tz,trackingRef2_rx,trackingRef2_ry,trackingRef2_rz,HMD0_tx,HMD0_ty,HMD0_tz,HMD0_rx,HMD0_ry,HMD0_rz,controller3_tx,controller3_ty,controller3_tz,controller3_rx,controller3_ry,controller3_rz,Controller3_button0,Controller3_button1,Controller3_button2,Controller3_button3,Controller3_button4,Controller3_button5,Controller3_button6,Controller3_button7,Controller3_button8,Controller3_button9,Controller3_button10,Controller3_button11,Controller3_button12,Controller3_button13,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,controller4_tx,controller4_ty,controller4_tz,controller4_rx,controller4_ry,controller4_rz,Controller4_button0,Controller4_button1,Controller4_button2,Controller4_button3,Controller4_button4,Controller4_button5,Controller4_button6,Controller4_button7,Controller4_button8,Controller4_button9,Controller4_button10,Controller4_button11,Controller4_button12,Controller4_button13,Controller4_axisX,Controller4_axisY,Controller4_axisX,Controller4_axisY,Controller4_axisX,Controller4_axisY,Controller4_axisX,Controller4_axisY,Controller4_axisX,Controller4_axisY,generic7_tx,generic7_ty,generic7_tz,generic7_rx,generic7_ry,generic7_rz,generic8_tx,generic8_ty,generic8_tz,generic8_rx,generic8_ry,generic8_rz,generic9_tx,generic9_ty,generic9_tz,generic9_rx,generic9_ry,generic9_rz
0.0000000000,-121.922554,203.284958,-88.735092,178.151550,-53.532421,169.752930,103.396591,200.006180,86.673698,23.975117,52.583412,33.897655,-10.159755,163.917175,-8.525592,-3.538373,-9.729328,-2.120491,-30.192602,79.389595,-17.707169,6.801148,-36.051731,-43.735962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.757771,81.737602,-15.210569,-5.053541,22.904755,19.031584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.479210,11.178911,-5.031252,52.401997,39.642693,-40.526054,-7.667577,100.649239,-12.061948,3.495189,-23.921659,-78.788620,-14.910900,10.553991,-1.155734,-39.587719,-50.923885,147.762390
0.0166666667,-121.922554,203.284958,-88.735092,178.151550,-53.532421,169.752930,103.396591,200.006180,86.673698,23.975117,52.583412,33.897655,-10.180712,163.917435,-8.515501,-3.522859,-9.716739,-2.120491,-30.170521,79.355133,-17.643763,6.764992,-36.038925,-43.707184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.670597,81.819283,-15.336776,-4.813745,23.020811,19.066057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.479210,11.178911,-5.031252,52.412159,39.668030,-40.505562,-7.662854,100.649239,-12.070296,3.493337,-23.930620,-78.802994,-14.910900,10.553991,-1.155734,-39.606968,-50.942513,147.762390
0.0333333333,-121.922554,203.284958,-88.735092,178.151550,-53.532421,169.752930,103.396591,200.006180,86.673698,23.975117,52.583412,33.897655,-10.192405,163.917847,-8.481986,-3.502745,-9.687143,-2.127727,-30.174467,79.368561,-17.605536,6.709270,-36.002785,-43.651352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.594894,81.897644,-15.449841,-4.567959,23.115383,19.120520,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.473789,11.178911,-5.018895,52.428940,39.658821,-40.505688,-7.664248,100.625389,-12.017812,3.488055,-23.931538,-78.809662,-14.910900,10.553991,-1.139674,-39.599651,-50.940819,147.743454
0.0500000000,-121.922554,203.284958,-88.735092,178.151550,-53.532421,169.752930,103.396591,200.006180,86.673698,23.975117,52.583412,33.897655,-10.215643,163.918243,-8.464911,-3.491739,-9.656211,-2.133773,-30.150463,79.331299,-17.545444,6.626553,-35.956974,-43.559532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.531720,81.979279,-15.571368,-4.319266,23.189556,19.183716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.467693,11.178911,-5.021111,52.426521,39.673023,-40.497021,-7.683988,100.628517,-12.022546,3.473913,-23.966112,-78.825653,-14.910900,10.554868,-1.138576,-39.631077,-50.951000,147.733047
0.0666666667,-121.922554,203.284958,-88.735092,178.151550,-53.532421,169.752930,103.396591,200.006180,86.673698,23.975117,52.583412,33.897655,-10.227747,163.918686,-8.445466,-3.480546,-9.624154,-2.143198,-30.146053,79.345589,-17.521027,6.524395,-35.901047,-43.422878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.480330,82.056030,-15.681427,-4.087268,23.250818,19.243860,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.465096,11.178911,-5.024125,52.439907,39.655117,-40.479927,-7.687836,100.607018,-11.982889,3.429766,-24.010269,-78.839790,-14.910900,10.556042,-1.132686,-39.630287,-50.966740,147.700577
0.0833333333,-121.922554,203.284958,-88.735092,178.151550,-53.532421,169.752930,103.396591,200.006180,86.673698,23.975117,52.583412,33.897655,-10.248100,163.919113,-8.435704,-3.454297,-9.601954,-2.159455,-30.124720,79.343208,-17.487146,6.440296,-35.822937,-43.267387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.443194,82.129639,-15.792734,-3.869822,23.293446,19.289038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.462406,11.179819,-5.026550,52.439438,39.663475,-40.465511,-7.688917,100.592468,-11.980045,3.384985,-24.029371,-78.863098,-14.909669,10.557199,-1.127453,-39.650620,-50.974796,147.686890
0.1000000000,-121.922554,203.284958,-88.735092,178.151550,-53.532421,169.752930,103.396591,200.006180,86.673698,23.975117,52.583412,33.897655,-10.263811,163.919510,-8.423602,-3.413869,-9.595500,-2.170785,-30.107809,79.384277,-17.481388,6.375286,-35.752998,-43.089222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.413462,82.198982,-15.882256,-3.660165,23.310579,19.383465,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.460045,11.168495,-5.028028,52.438995,39.650661,-40.443832,-7.703916,100.583832,-11.950959,3.327887,-24.017082,-78.887497,-14.907945,10.558365,-1.122699,-39.649166,-50.989719,147.665192
0.1166666667,-121.922554,203.284958,-88.735092,178.151550,-53.532421,169.752930,103.396591,200.006180,86.673698,23.975117,52.583412,33.897655,-10.285295,163.919907,-8.423408,-3.360664,-9.594112,-2.179629,-30.062817,79.384224,-17.449461,6.347323,-35.688683,-42.933529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.392319,82.271576,-15.980155,-3.473341,23.295357,19.460600,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.458229,11.167417,-5.029424,52.448647,39.656406,-40.400661,-7.740122,100.598854,-11.946297,3.283432,-24.011751,-78.906036,-14.905928,10.559566,-1.114135,-39.657955,-51.002369,147.653305
0.1333333333,-121.922554,203.284958,-88.735092,178.151550,-53.532421,169.752930,103.396591,200.006180,86.673698,23.975117,52.583412,33.897655,-10.298493,163.920273,-8.424336,-3.304414,-9.593375,-2.188092,-30.032789,79.433990,-17.447674,6.359965,-35.645317,-42.821671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.388023,82.336655,-16.059042,-3.310316,23.265860,19.528885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.456553,11.165368,-5.030816,52.457275,39.626530,-40.397629,-7.763309,100.590309,-11.919199,3.239476,-24.021669,-78.918259,-14.903125,10.560830,-1.107610,-39.664799,-51.007278,147.657196
0.1500000000,-121.922554,203.284958,-88.735092,178.151550,-53.532421,169.752930,103.396591,200.006180,86.673698,23.975117,52.583412,33.897655,-10.306606,163.920609,-8.435940,-3.259689,-9.606822,-2.213752,-29.973930,79.432266,-17.417515,6.405014,-35.634731,-42.730507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.392101,82.392006,-16.134020,-3.193087,23.192177,19.560043,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.455139,11.160285,-5.032283,52.457890,39.644432,-40.366558,-7.785347,100.577660,-11.899203,3.211248,-24.032024,-78.927124,-14.899816,10.562181,-1.102849,-39.667404,-51.019341,147.658447
