timestamp,trackingRef1_tx,trackingRef1_ty,trackingRef1_tz,trackingRef1_rx,trackingRef1_ry,trackingRef1_rz,trackingRef2_tx,trackingRef2_ty,trackingRef2_tz,trackingRef2_rx,trackingRef2_ry,trackingRef2_rz,HMD0_tx,HMD0_ty,HMD0_tz,HMD0_rx,HMD0_ry,HMD0_rz,controller3_tx,controller3_ty,controller3_tz,controller3_rx,controller3_ry,controller3_rz,Controller3_button0,Controller3_button1,Controller3_button2,Controller3_button3,Controller3_button4,Controller3_button5,Controller3_button6,Controller3_button7,Controller3_button8,Controller3_button9,Controller3_button10,Controller3_button11,Controller3_button12,Controller3_button13,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,Controller3_axisX,Controller3_axisY,controller6_tx,controller6_ty,controller6_tz,controller6_rx,controller6_ry,controller6_rz,Controller6_button0,Controller6_button1,Controller6_button2,Controller6_button3,Controller6_button4,Controller6_button5,Controller6_button6,Controller6_button7,Controller6_button8,Controller6_button9,Controller6_button10,Controller6_button11,Controller6_button12,Controller6_button13,Controller6_axisX,Controller6_axisY,Controller6_axisX,Controller6_axisY,Controller6_axisX,Controller6_axisY,Controller6_axisX,Controller6_axisY,Controller6_axisX,Controller6_axisY,generic7_tx,generic7_ty,generic7_tz,generic7_rx,generic7_ry,generic7_rz,generic8_tx,generic8_ty,generic8_tz,generic8_rx,generic8_ry,generic8_rz,generic9_tx,generic9_ty,generic9_tz,generic9_rx,generic9_ry,generic9_rz
0.0000000000,-121.814262,202.591675,-90.752029,177.824097,-52.197514,170.072235,103.396591,200.006180,86.673698,23.897566,52.608501,33.771660,10.372949,162.948792,-11.298871,-16.159298,9.408076,-5.184487,20.974171,82.579529,-17.036581,3.343804,35.489937,18.566942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.350732,82.268379,-11.951315,9.046041,-47.223194,-37.896370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-19.905354,11.733257,5.327535,40.063198,-40.639935,48.011837,25.122421,8.306718,4.764402,59.661068,-1.194342,-16.151495,2.985561,100.055695,-9.834051,-10.942199,-17.611897,-84.560005
0.0166666667,-121.814262,202.591675,-90.752029,177.824097,-52.197514,170.072235,103.396591,200.006180,86.673698,23.897566,52.608501,33.771660,10.380446,163.103638,-11.391390,-15.703637,9.408076,-5.241556,20.076006,82.609657,-16.731503,3.957330,38.398418,18.834806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.190897,82.368912,-11.923269,8.897275,-47.835632,-37.444901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-19.957788,11.825634,5.292181,40.062397,-40.646439,48.013149,25.122524,8.307014,4.764205,59.661068,-1.205861,-16.167421,3.250324,99.719078,-9.448056,-11.020968,-18.632849,-84.338371
0.0333333333,-121.814262,202.591675,-90.752029,177.824097,-52.197514,170.072235,103.396591,200.006180,86.673698,23.897566,52.608501,33.771660,10.397500,163.242889,-11.501525,-15.297121,9.379898,-5.317419,19.207615,82.660278,-16.384062,4.645457,41.271427,19.091875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.958564,82.401611,-11.830157,8.723880,-48.442757,-36.971901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-19.920952,11.793523,5.323177,40.074551,-40.618023,47.998295,25.125565,8.308155,4.768370,59.660545,-1.226593,-16.174240,3.559806,99.338036,-9.026699,-11.172725,-19.608612,-84.098984
0.0500000000,-121.814262,202.591675,-90.752029,177.824097,-52.197514,170.072235,103.396591,200.006180,86.673698,23.897566,52.608501,33.771660,10.420130,163.368317,-11.620777,-14.960078,9.333800,-5.401930,18.368185,82.705139,-15.953357,5.455254,43.912148,19.461985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.765798,82.482986,-11.747502,8.784571,-49.102634,-36.738380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-19.951084,11.863131,5.295194,40.074921,-40.604931,48.019241,25.128687,8.309616,4.772555,59.658134,-1.247736,-16.235315,3.904770,98.930550,-8.562354,-11.330670,-20.571423,-83.871773
0.0666666667,-121.814262,202.591675,-90.752029,177.824097,-52.197514,170.072235,103.396591,200.006180,86.673698,23.897566,52.608501,33.771660,10.443390,163.481812,-11.751765,-14.668007,9.262144,-5.489263,17.587721,82.706215,-15.487183,6.593430,46.438232,20.353977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.523080,82.506599,-11.586115,8.990422,-49.785820,-36.664036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-19.920267,11.819769,5.327144,40.074890,-40.572609,48.048817,25.133314,8.311689,4.775283,59.676941,-1.236070,-16.259874,4.120612,98.639977,-8.179817,-11.527178,-21.619259,-83.646194
0.0833333333,-121.814262,202.591675,-90.752029,177.824097,-52.197514,170.072235,103.396591,200.006180,86.673698,23.897566,52.608501,33.771660,10.465763,163.588104,-11.911317,-14.344991,9.169361,-5.564365,16.873533,82.671005,-14.978398,7.782240,48.820175,21.547745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.295715,82.533836,-11.409815,9.405839,-50.513702,-36.860859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-19.967609,11.923697,5.281883,40.058174,-40.579681,48.087475,25.137428,8.314261,4.776973,59.684612,-1.233553,-16.343111,4.345232,98.326416,-7.764573,-11.761627,-22.713732,-83.457611
0.1000000000,-121.814262,202.591675,-90.752029,177.824097,-52.197514,170.072235,103.396591,200.006180,86.673698,23.897566,52.608501,33.771660,10.493069,163.690811,-12.091334,-13.958002,9.040255,-5.642384,16.189810,82.564056,-14.418273,8.940245,51.248161,22.855257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.050840,82.535461,-11.180379,9.823269,-51.286510,-37.061703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-19.936470,11.872032,5.314622,40.059280,-40.569324,48.108349,25.145882,8.324932,4.778554,59.710464,-1.206900,-16.409523,4.591679,97.958092,-7.312748,-12.066092,-23.999893,-83.167465
0.1166666667,-121.814262,202.591675,-90.752029,177.824097,-52.197514,170.072235,103.396591,200.006180,86.673698,23.897566,52.608501,33.771660,10.521166,163.786758,-12.304059,-13.518371,8.879384,-5.720123,15.564872,82.414482,-13.846533,10.116245,53.428375,24.187120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.824570,82.534363,-10.944152,10.282225,-52.098480,-37.309196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-19.984741,11.972579,5.272085,40.040615,-40.585983,48.141621,25.155901,8.334373,4.780932,59.714394,-1.206008,-16.488941,4.818825,97.611664,-6.846676,-12.318871,-25.373171,-82.885521
0.1333333333,-121.814262,202.591675,-90.752029,177.824097,-52.197514,170.072235,103.396591,200.006180,86.673698,23.897566,52.608501,33.771660,10.548758,163.861435,-12.534575,-13.040536,8.689363,-5.801116,14.978181,82.226738,-13.242681,11.095348,55.505138,25.320906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.582692,82.501770,-10.673684,10.711904,-52.897472,-37.504509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-19.948542,11.915654,5.309125,40.054272,-40.606075,48.144016,25.164501,8.339514,4.786135,59.738159,-1.204859,-16.552155,5.088948,97.206688,-6.321393,-12.590313,-26.826920,-82.480957
0.1500000000,-121.814262,202.591675,-90.752029,177.824097,-52.197514,170.072235,103.396591,200.006180,86.673698,23.897566,52.608501,33.771660,10.572875,163.917526,-12.792778,-12.544477,8.478867,-5.874135,14.444034,82.003448,-12.648662,11.810092,57.441360,26.212486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.371395,82.464241,-10.416511,11.251653,-53.625252,-37.817787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-19.989899,11.998389,5.275836,40.060135,-40.626328,48.150192,25.174389,8.344638,4.795534,59.748283,-1.204506,-16.617191,5.312000,96.860413,-5.805624,-12.904858,-28.221519,-82.044060
