head_x,head_y,head_z,r_controller_x,r_controller_x,r_controller_x,l_controller_x,l_controller_y,l_controller_z,waist_x,waist_y,waist_z,r_foot_x,r_foot_y,r_foot_z,l_foot_x,l_foot_y,l_foot_z
-51.715664,170.908936,25.85664,-82.635406,-82.635406,-82.635406,-44.122856,83.720055,44.872601,-63.368095,105.305855,31.560068,-66.529953,15.702447,-3.863892,-62.922901,17.639282,42.21003
-51.465813,171.0271,26.667879,-82.303703,-82.303703,-82.303703,-44.281113,84.506218,47.008747,-62.989239,105.384239,32.643547,-67.007683,16.136734,-3.290381,-62.942886,17.641291,42.208405
-51.213341,171.113632,27.435881,-81.938286,-81.938286,-81.938286,-44.385078,85.333427,49.131153,-62.647484,105.469398,33.693924,-67.535515,16.728348,-2.566257,-62.93652,17.641212,42.221634
-50.976524,171.176651,28.20154,-81.539757,-81.539757,-81.539757,-44.429298,86.160187,51.24699,-62.2971,105.486191,34.687756,-68.110046,17.463381,-1.678836,-63.00415,17.644123,42.293686
-50.740128,171.20163,28.937622,-81.149742,-81.149742,-81.149742,-44.387646,87.043518,53.342808,-61.967785,105.497215,35.667889,-68.637817,18.494112,-0.573049,-62.985489,17.608953,42.305916
-50.521851,171.213654,29.659883,-80.742188,-80.742188,-80.742188,-44.313183,87.908577,55.395878,-61.61446,105.472908,36.589031,-69.120308,19.54233,0.757916,-62.961575,17.609758,42.338257
-50.299641,171.219345,30.363377,-80.366348,-80.366348,-80.366348,-44.124954,88.861725,57.425636,-61.26823,105.444099,37.473476,-69.522072,20.564289,3.159848,-62.91473,17.54751,42.348251
-50.10318,171.256729,31.052565,-80.001991,-80.001991,-80.001991,-43.931313,89.790764,59.380699,-60.947769,105.421181,38.302776,-69.82653,21.470078,5.28756,-62.910133,17.543911,42.352627
-49.90345,171.290359,31.718155,-79.679794,-79.679794,-79.679794,-43.614372,90.829102,61.275204,-60.592819,105.456047,39.082737,-70.242935,22.432777,7.632117,-62.90863,17.528658,42.361755
-49.707573,171.34111,32.372303,-79.340996,-79.340996,-79.340996,-43.280754,91.821617,63.070484,-60.263405,105.525726,39.862617,-70.637772,23.242346,9.821367,-62.907558,17.526096,42.372623
-49.521366,171.37413,33.006039,-79.049034,-79.049034,-79.049034,-42.828148,92.869682,64.791496,-59.864674,105.614883,40.587387,-71.093513,23.904142,12.391082,-62.895878,17.495626,42.393745
-49.34943,171.418457,33.620026,-78.736244,-78.736244,-78.736244,-42.38216,93.867172,66.429306,-59.459404,105.75042,41.324406,-71.515892,24.549534,14.953964,-62.885983,17.490267,42.3969
-49.181789,171.459122,34.236015,-78.47213,-78.47213,-78.47213,-41.872124,94.901413,67.984741,-59.041298,105.883842,42.004509,-71.969246,25.062645,17.720675,-62.905102,17.486738,42.437939
-49.01812,171.506958,34.820892,-78.225204,-78.225204,-78.225204,-41.358356,95.939743,69.467903,-58.632725,106.016716,42.689178,-72.389809,25.436314,20.464247,-62.885517,17.483189,42.449574
-48.866577,171.539749,35.391312,-78.018929,-78.018929,-78.018929,-40.835804,96.982994,70.843452,-58.225071,106.12886,43.300678,-72.798828,25.750681,23.327339,-62.854176,17.469063,42.474197
-48.72229,171.58548,35.951698,-77.841858,-77.841858,-77.841858,-40.297031,98.023949,72.132492,-57.839279,106.22065,43.927902,-73.143684,25.955843,26.260057,-62.797909,17.468571,42.49976
-48.591911,171.617447,36.496395,-77.695221,-77.695221,-77.695221,-39.809692,98.998138,73.301262,-57.473179,106.302925,44.500515,-73.430069,26.101881,29.316431,-62.751553,17.459234,42.543491
-48.474529,171.660141,37.037624,-77.571129,-77.571129,-77.571129,-39.288342,99.930374,74.352081,-57.096828,106.348343,45.097122,-73.634544,26.126993,32.475597,-62.663574,17.457962,42.581097
-48.357143,171.687042,37.585629,-77.500664,-77.500664,-77.500664,-38.835823,100.718437,75.28537,-56.735806,106.380806,45.658478,-73.77047,26.136906,35.700012,-62.564716,17.442699,42.629299
-48.259331,171.730591,38.12159,-77.467598,-77.467598,-77.467598,-38.324623,101.463882,76.119133,-56.361992,106.409637,46.242611,-73.761917,26.046097,38.885742,-62.499111,17.433598,42.668076
-48.161274,171.766968,38.662563,-77.465591,-77.465591,-77.465591,-38.029259,102.008766,76.808884,-56.032085,106.466125,46.789112,-73.658325,25.839191,42.281071,-62.460709,17.409027,42.696877
-48.073059,171.805435,39.199509,-77.477333,-77.477333,-77.477333,-37.560223,102.575592,77.450722,-55.657139,106.525948,47.368622,-73.415527,25.598547,45.458954,-62.300934,17.585455,42.796329
-47.979961,171.835083,39.753128,-77.505615,-77.505615,-77.505615,-37.33287,102.913589,77.975723,-55.316536,106.583931,47.917702,-73.163582,25.350878,48.850189,-62.242199,17.576874,42.833042
-47.888577,171.86676,40.296833,-77.533661,-77.533661,-77.533661,-36.904659,103.345634,78.465919,-54.9683,106.644997,48.489796,-72.804649,25.114931,52.08363,-62.084492,17.548223,42.766762
-47.801575,171.892197,40.839874,-77.545265,-77.545265,-77.545265,-36.674202,103.599953,78.870895,-54.661419,106.674057,49.032734,-72.435814,24.936592,55.369671,-61.998894,17.561548,42.815605
-47.711903,171.931259,41.399132,-77.546738,-77.546738,-77.546738,-36.243614,103.916794,79.254715,-54.358025,106.689583,49.604187,-71.982124,24.709778,58.434887,-61.954029,17.574739,42.845795
-47.622684,171.969254,41.975277,-77.545441,-77.545441,-77.545441,-35.979244,104.037025,79.555283,-54.144188,106.68969,50.146645,-71.556023,24.574612,61.622726,-61.873981,17.617897,42.89333
-47.532497,172.013931,42.563313,-77.525803,-77.525803,-77.525803,-35.536861,104.188812,79.842278,-53.884846,106.693085,50.722046,-71.131187,24.443539,64.588722,-61.817276,17.622122,42.917061
-47.444378,172.057556,43.1688,-77.487114,-77.487114,-77.487114,-35.205563,104.189529,80.070946,-53.696514,106.708046,51.28157,-70.722366,24.246523,67.562447,-61.731892,17.645405,42.974949
-47.367615,172.098373,43.790668,-77.428429,-77.428429,-77.428429,-34.808445,104.161049,80.249947,-53.458427,106.726166,51.874577,-70.221672,24.089598,70.293167,-61.661327,17.648502,42.996082
-47.289131,172.126648,44.426605,-77.352623,-77.352623,-77.352623,-34.483719,104.043152,80.389175,-53.262104,106.743973,52.460709,-69.770805,23.995113,72.930908,-61.572254,17.646887,43.056538
-47.219456,172.147354,45.085911,-77.262627,-77.262627,-77.262627,-34.128315,103.908218,80.483284,-53.045074,106.748161,53.089191,-69.370567,23.97884,75.398399,-61.501614,17.67552,43.097134
-47.150684,172.149826,45.76915,-77.156776,-77.156776,-77.156776,-33.829121,103.726654,80.567009,-52.867947,106.754181,53.699013,-68.934692,24.024105,77.690826,-61.454708,17.680033,43.157291
-47.103809,172.143921,46.46674,-77.044342,-77.044342,-77.044342,-33.522461,103.479675,80.606537,-52.683846,106.766907,54.364204,-68.4104,24.111376,79.668213,-61.428116,17.709135,43.204285
-47.047943,172.121552,47.190201,-76.886528,-76.886528,-76.886528,-33.272156,103.151543,80.617798,-52.494923,106.787285,55.030865,-67.829071,24.17557,81.402802,-61.364704,17.710716,43.257912
-46.996655,172.098541,47.926224,-76.699974,-76.699974,-76.699974,-32.98661,102.785316,80.623566,-52.28685,106.814667,55.747364,-67.185707,24.216805,82.822525,-61.30088,17.706549,43.263573
-46.952736,172.045975,48.688587,-76.486679,-76.486679,-76.486679,-32.690044,102.369682,80.634247,-52.132748,106.80378,56.456974,-66.567291,24.150755,83.984505,-61.23769,17.720491,43.340927
-46.927006,171.990646,49.454792,-76.273476,-76.273476,-76.273476,-32.405849,101.89402,80.617134,-51.914459,106.823601,57.217945,-65.967384,24.082729,84.802536,-61.247379,17.692404,43.372993
-46.898083,171.907288,50.236919,-76.046707,-76.046707,-76.046707,-32.121841,101.376785,80.586487,-51.82906,106.788712,57.966915,-65.445992,23.826153,85.345192,-61.173031,17.695869,43.436447
-46.870716,171.838257,51.025425,-75.796532,-75.796532,-75.796532,-31.84621,100.804169,80.533829,-51.663658,106.773392,58.777721,-65.170235,23.588074,85.551041,-61.148613,17.709974,43.511024
-46.847866,171.755005,51.829239,-75.555527,-75.555527,-75.555527,-31.579433,100.188042,80.464012,-51.651768,106.688339,59.595848,-65.011253,23.288055,85.364563,-61.095062,17.718149,43.588165
-46.831169,171.693893,52.631001,-75.28476,-75.28476,-75.28476,-31.319342,99.54393,80.371529,-51.513309,106.647682,60.46291,-64.952271,23.30983,85.168388,-61.087864,17.720562,43.653122
-46.824425,171.636444,53.428825,-75.011497,-75.011497,-75.011497,-31.052441,98.899094,80.261703,-51.50486,106.556908,61.309776,-64.76149,23.028408,85.178619,-61.056583,17.737635,43.722382
-46.807888,171.636475,54.238804,-74.695816,-74.695816,-74.695816,-30.780144,98.257797,80.123009,-51.376667,106.530113,62.175034,-64.503426,22.849756,85.305702,-61.079269,17.770639,43.817909
-46.794853,171.696045,55.038418,-74.409836,-74.409836,-74.409836,-30.527214,97.603073,79.938255,-51.276844,106.504875,62.9949,-64.416298,22.73885,84.998192,-61.104122,17.810623,43.900593
-46.754578,171.843567,55.863556,-74.040077,-74.040077,-74.040077,-29.963514,97.186905,79.709923,-51.145329,106.559074,63.797863,-64.477303,22.716185,85.044296,-61.171028,17.862116,44.029182
-46.720795,172.025223,56.695168,-73.653709,-73.653709,-73.653709,-29.768778,96.508804,79.366539,-51.009979,106.65966,64.572914,-64.481323,22.741146,84.90416,-61.215927,17.918972,44.182709
-46.683922,172.239914,57.521526,-73.22551,-73.22551,-73.22551,-29.651508,95.837044,78.954796,-50.752571,106.884445,65.308098,-64.608337,22.789379,84.912758,-61.323288,17.970575,44.384689
-46.642155,172.460785,58.332756,-72.719902,-72.719902,-72.719902,-29.536203,95.165169,78.431694,-50.584068,107.029587,66.010147,-64.704659,22.809212,84.851097,-61.355774,18.066378,44.586685
-46.589252,172.684128,59.135262,-72.115555,-72.115555,-72.115555,-29.449394,94.511185,77.850266,-50.251541,107.298073,66.673653,-64.792679,22.820942,84.860107,-61.436771,18.164179,44.90292
-46.528187,172.877869,59.923504,-71.407288,-71.407288,-71.407288,-29.38249,93.866661,77.211586,-50.025894,107.520721,67.268906,-64.810364,22.832798,84.825653,-61.409187,18.292721,45.252789
-46.454906,173.045761,60.678055,-70.600922,-70.600922,-70.600922,-29.375185,93.254288,76.539604,-49.670399,107.717766,67.859032,-64.818703,22.83358,84.793839,-61.411114,18.453302,45.713482
-46.37479,173.179504,61.407238,-69.686852,-69.686852,-69.686852,-29.397448,92.70282,75.815521,-49.439278,107.87574,68.380653,-64.815277,22.90633,84.744606,-61.329601,18.65324,46.179527
-46.269363,173.274414,62.106976,-68.702309,-68.702309,-68.702309,-29.434553,92.12838,75.081985,-49.091618,107.979233,68.893997,-64.846451,22.962065,84.668839,-61.268257,18.84816,46.759029
-46.13961,173.313873,62.776421,-67.656082,-67.656082,-67.656082,-29.482864,91.578331,74.346779,-48.901047,107.919037,69.343987,-64.816841,23.046066,84.654465,-61.108475,19.058447,47.362938
-45.983871,173.336273,63.422985,-66.542252,-66.542252,-66.542252,-29.493769,91.052956,73.583633,-48.567978,107.951904,69.789658,-64.856895,23.065176,84.629181,-60.944237,19.384203,48.039173
-45.805218,173.336716,64.038223,-65.405838,-65.405838,-65.405838,-29.57464,90.555382,72.798592,-48.432686,107.895782,70.193825,-64.885132,23.091436,84.622177,-60.689667,19.770502,48.708412
-45.583019,173.312698,64.621849,-64.223625,-64.223625,-64.223625,-29.623991,90.049011,72.018532,-48.182613,107.903587,70.617027,-64.910698,23.096596,84.603508,-60.456486,20.255747,49.37883
-45.33012,173.261032,65.162392,-63.009186,-63.009186,-63.009186,-29.64225,89.575851,71.232254,-48.038094,107.827576,70.995255,-64.885399,23.08802,84.582062,-60.18219,20.731546,50.054916
-45.101936,173.21431,65.677086,-61.775055,-61.775055,-61.775055,-29.595804,89.11554,70.442665,-47.732967,107.834671,71.381882,-64.84037,23.075321,84.551224,-59.945507,21.278202,50.823681
-44.787514,173.17691,66.142525,-60.498253,-60.498253,-60.498253,-29.47401,88.698418,69.62162,-47.535965,107.777321,71.700394,-64.786934,23.049511,84.507668,-59.352821,21.784468,51.770027
-44.401348,173.161575,66.59269,-59.158703,-59.158703,-59.158703,-29.243757,88.280464,68.802177,-47.176949,107.785553,72.037437,-64.694489,23.061127,84.482475,-58.521084,22.122433,52.831547
-43.98674,173.146378,67.020828,-57.774044,-57.774044,-57.774044,-28.923687,87.858322,67.955688,-46.95097,107.720947,72.322868,-64.618118,23.026659,84.470238,-57.576725,22.396673,53.926003
-43.504986,173.158401,67.417038,-56.327847,-56.327847,-56.327847,-28.564613,87.464157,67.11216,-46.493465,107.772614,72.607513,-64.590271,23.008596,84.461189,-56.559418,22.53635,55.179256
-43.006245,173.164764,67.78318,-54.83057,-54.83057,-54.83057,-28.176895,87.068275,66.210716,-46.204403,107.766884,72.849625,-64.562813,22.969784,84.446159,-55.52346,22.643322,56.573029
-42.447971,173.180832,68.119049,-53.268436,-53.268436,-53.268436,-27.793421,86.707512,65.324814,-45.695084,107.826607,73.096031,-64.540718,22.951206,84.437614,-54.385033,22.671154,58.086678
-41.876354,173.168396,68.423874,-51.646427,-51.646427,-51.646427,-27.412586,86.316093,64.408356,-45.295959,107.812973,73.315926,-64.518936,22.899244,84.436111,-53.046146,22.517303,59.636742
-41.24913,173.162094,68.695335,-49.965572,-49.965572,-49.965572,-27.093758,85.965843,63.527412,-44.795574,107.816978,73.554359,-64.518021,22.880192,84.435837,-51.533604,22.279501,61.3353
-40.60902,173.146759,68.939568,-48.259899,-48.259899,-48.259899,-26.808121,85.582916,62.605812,-44.409176,107.754715,73.769798,-64.509186,22.811771,84.431732,-49.851139,21.9632,63.090843
-39.910007,173.13884,69.166084,-46.548534,-46.548534,-46.548534,-26.559011,85.22039,61.72591,-43.911564,107.708488,74.016129,-64.508415,22.777384,84.43576,-48.024902,21.634333,64.872231
-39.191574,173.119095,69.38456,-44.808464,-44.808464,-44.808464,-26.350437,84.838562,60.850368,-43.548454,107.58239,74.253563,-64.507812,22.709562,84.440018,-46.044415,21.234568,66.622574
-38.407139,173.107727,69.581985,-43.084293,-43.084293,-43.084293,-26.154104,84.480232,60.012768,-43.023052,107.509384,74.508789,-64.507133,22.674646,84.446472,-43.947163,20.912111,68.348755
-37.610424,173.064743,69.758476,-41.361954,-41.361954,-41.361954,-25.984983,84.11306,59.211899,-42.622787,107.345802,74.732681,-64.54837,22.547754,84.42646,-41.656994,20.551704,70.065804
-36.769989,173.027359,69.928886,-39.66637,-39.66637,-39.66637,-25.833872,83.753937,58.459274,-42.033005,107.251312,74.970421,-64.540482,22.50145,84.432976,-39.18618,20.276951,71.544067
-35.907288,172.972336,70.096848,-37.98563,-37.98563,-37.98563,-25.702715,83.407936,57.768799,-41.501965,107.131203,75.194969,-64.658783,22.347471,84.437607,-36.655342,20.144327,73.041328
-35.010048,172.89595,70.244507,-36.323128,-36.323128,-36.323128,-25.565725,83.057404,57.133537,-40.827198,107.032272,75.436836,-64.653801,22.294428,84.446411,-34.1385,20.053959,74.37458
-34.085789,172.784332,70.390251,-34.678257,-34.678257,-34.678257,-25.430906,82.714394,56.56908,-40.178894,106.898163,75.690636,-64.671471,22.174469,84.445412,-31.47995,20.100912,75.628304
-33.132103,172.655853,70.527115,-33.057171,-33.057171,-33.057171,-25.296316,82.373863,56.084389,-39.443573,106.771782,75.953369,-64.64949,22.099646,84.459175,-28.970329,20.26623,76.773483
-32.163296,172.511536,70.664078,-31.486229,-31.486229,-31.486229,-25.169422,82.053925,55.707283,-38.686848,106.654976,76.217735,-64.633522,22.033533,84.452469,-26.578474,20.52499,77.758301
-31.165903,172.343307,70.801575,-29.930292,-29.930292,-29.930292,-25.018795,81.733932,55.425236,-37.894157,106.471031,76.486176,-64.613747,21.967609,84.456047,-24.395983,20.874989,78.721191
-30.137079,172.144165,70.944122,-28.422663,-28.422663,-28.422663,-24.847235,81.411156,55.253647,-37.131054,106.225243,76.739235,-64.629906,21.827765,84.470253,-22.462755,21.147022,79.587715
-29.079351,171.938034,71.076569,-26.943304,-26.943304,-26.943304,-24.643871,81.096527,55.151917,-36.25634,105.979706,76.991386,-64.616394,21.760319,84.486214,-20.743353,21.430038,80.327187
-28.010107,171.718506,71.198021,-25.531509,-25.531509,-25.531509,-24.421968,80.810143,55.18351,-35.391926,105.754662,77.240257,-64.726028,21.594414,84.496674,-19.356842,21.577402,80.801933
-26.913683,171.471146,71.319229,-24.163975,-24.163975,-24.163975,-24.129766,80.501167,55.281326,-34.394974,105.517082,77.501495,-64.715187,21.529781,84.513481,-18.185532,21.592035,81.080498
-25.788239,171.196686,71.446777,-22.825607,-22.825607,-22.825607,-23.774765,80.206131,55.511154,-33.36895,105.27932,77.781784,-64.713348,21.428083,84.518204,-17.32807,21.227375,81.220551
-24.650442,170.898972,71.555061,-21.529451,-21.529451,-21.529451,-23.317438,79.894073,55.800873,-32.253273,105.063477,78.08905,-64.69854,21.367052,84.538704,-16.748171,20.777454,81.083191
-23.49761,170.572739,71.646736,-20.294308,-20.294308,-20.294308,-22.779943,79.61071,56.207592,-31.14402,104.827049,78.414268,-64.749786,21.241787,84.532799,-16.533512,20.097273,80.958321
-22.331299,170.190613,71.718552,-19.091835,-19.091835,-19.091835,-22.117186,79.287537,56.671143,-29.908945,104.581871,78.808388,-64.744843,21.17808,84.549965,-16.221716,19.393295,80.739029
-21.167133,169.754776,71.777328,-17.915142,-17.915142,-17.915142,-21.372042,78.959351,57.227154,-28.698214,104.247871,79.223129,-64.673363,21.190063,84.537338,-15.771578,18.744562,81.09687
-20.008158,169.320282,71.805504,-16.825253,-16.825253,-16.825253,-20.497442,78.584167,57.838882,-27.385084,103.916443,79.669159,-64.653656,21.132874,84.56572,-15.564988,17.943113,81.653465
-18.803045,168.96051,71.842773,-15.818077,-15.818077,-15.818077,-19.521042,78.223289,58.531643,-26.178595,103.547134,80.050026,-64.546936,21.134102,84.586052,-15.517628,17.710327,81.6091
-17.551304,168.720612,71.872131,-14.866165,-14.866165,-14.866165,-18.424725,77.875359,59.233643,-24.869879,103.326355,80.357582,-64.414688,21.100843,84.64785,-15.526291,17.473185,81.608604
-16.273064,168.547607,71.8871,-14.035149,-14.035149,-14.035149,-17.270151,77.608696,59.953606,-23.531965,103.274757,80.697762,-64.084816,21.157177,84.752182,-15.332816,17.397406,81.838577
-14.992608,168.394363,71.89315,-13.322513,-13.322513,-13.322513,-16.064411,77.442154,60.659786,-22.202927,103.31765,80.932327,-63.729507,21.096876,84.921188,-15.369219,17.187077,81.857979
-13.753792,168.262695,71.873589,-12.761399,-12.761399,-12.761399,-14.867332,77.433411,61.383709,-20.950247,103.397461,81.11834,-63.512676,21.070019,85.115883,-15.306082,17.110529,82.014702
-12.535113,168.118958,71.858574,-12.334041,-12.334041,-12.334041,-13.524004,77.49263,62.069355,-19.668201,103.525932,81.253502,-62.580326,21.755865,85.414909,-15.312626,16.959255,82.07177
-11.310567,167.951965,71.873734,-11.788334,-11.788334,-11.788334,-12.038602,77.56366,62.879459,-18.253279,103.6119,81.395355,-62.25679,21.77202,85.806961,-15.197634,16.840462,82.11718
-10.150923,167.815445,71.871277,-11.578064,-11.578064,-11.578064,-10.337503,77.738968,63.616718,-17.008123,103.693237,81.536186,-61.577278,21.955982,86.049194,-15.200222,16.727463,82.145943
-9.052275,167.694229,71.854996,-11.550709,-11.550709,-11.550709,-8.55092,78.070763,64.356987,-16.035999,103.830482,81.604019,-61.011497,22.394876,86.33474,-15.202552,16.76952,82.033676
-7.971173,167.509415,71.879456,-11.553618,-11.553618,-11.553618,-6.583092,78.324196,65.09198,-14.895284,103.957947,81.748337,-60.244125,22.798689,86.580002,-15.16192,16.719761,82.001389
-6.860208,167.244904,71.96286,-11.511685,-11.511685,-11.511685,-4.437929,78.564072,65.850082,-13.701908,104.00367,81.849228,-59.271545,23.213387,87.151543,-15.044687,16.623053,81.967102
-5.835681,166.998352,72.032761,-11.639112,-11.639112,-11.639112,-2.402214,78.913284,66.62413,-12.585938,104.071938,81.927094,-57.858891,23.555857,87.593536,-15.008404,16.581718,81.953926
-4.865395,166.767059,72.08139,-11.580544,-11.580544,-11.580544,-0.418235,79.40387,67.284904,-11.816323,104.063011,81.906708,-56.440441,24.026215,88.033546,-15.033994,16.639858,81.822006
-3.889571,166.470856,72.180779,-12.357806,-12.357806,-12.357806,1.568717,79.841522,67.983597,-10.758166,104.051025,81.920784,-54.708324,24.267731,88.681503,-14.979242,16.646542,81.793777
-2.876156,166.094269,72.350327,-12.591574,-12.591574,-12.591574,3.596306,80.186066,68.727142,-9.627402,104.025803,81.981979,-52.897148,24.33515,89.54863,-14.87991,16.547157,81.825638
-1.955494,165.721466,72.500557,-12.932664,-12.932664,-12.932664,5.517501,80.640373,69.368217,-8.599003,104.004776,82.028023,-50.939201,24.379114,90.47863,-14.842188,16.516506,81.834389
-1.08428,165.336563,72.648338,-13.49102,-13.49102,-13.49102,7.327958,81.146049,69.960617,-7.766267,104.025482,82.056511,-48.928207,24.325806,91.577553,-14.849446,16.530329,81.800728
-0.217314,164.91153,72.832054,-14.025258,-14.025258,-14.025258,9.164702,81.635017,70.502396,-6.779897,104.056541,82.106544,-46.688187,24.194727,92.765869,-14.834094,16.505739,81.837036
0.659027,164.431534,73.06337,-14.402634,-14.402634,-14.402634,10.973537,82.07032,71.043159,-5.865785,104.004425,82.174034,-44.360847,23.896065,94.132774,-14.787283,16.436518,81.911995
1.494602,163.960999,73.293343,-14.554817,-14.554817,-14.554817,12.734077,82.579575,71.501366,-4.944529,104.032547,82.240623,-42.004566,23.566874,95.572311,-14.777697,16.394823,81.969482
2.293473,163.471283,73.536858,-14.37144,-14.37144,-14.37144,14.403461,83.100143,71.918167,-3.918513,104.189461,82.261353,-39.535664,23.172338,97.105301,-14.779707,16.370239,82.020355
3.079363,162.973999,73.809158,-14.220726,-14.220726,-14.220726,16.07543,83.630089,72.270081,-3.10486,104.173386,82.319817,-36.976177,22.754745,98.694595,-14.762583,16.348982,82.126305
3.839342,162.4673,74.115204,-14.366464,-14.366464,-14.366464,17.685102,84.135666,72.574883,-2.318543,104.175201,82.367111,-34.30809,22.321442,100.384171,-14.751348,16.314962,82.189804
4.588665,162.016296,74.422913,-14.438596,-14.438596,-14.438596,19.248507,84.659195,72.843117,-1.532723,104.15773,82.432831,-31.501087,21.860188,101.995941,-14.703133,16.295647,82.241112
5.332633,161.621094,74.759628,-14.513015,-14.513015,-14.513015,20.773474,85.170952,73.059166,-0.778253,104.154457,82.49543,-28.544462,21.455603,103.635345,-14.653358,16.253407,82.314941
6.07731,161.345016,75.115883,-14.493697,-14.493697,-14.493697,22.168264,85.736534,73.285851,-0.030075,104.166084,82.562561,-25.391819,21.049295,105.098526,-14.590703,16.241217,82.343323
6.780243,161.188477,75.458176,-14.385579,-14.385579,-14.385579,23.436508,86.305222,73.437683,0.657793,104.232933,82.54409,-22.190361,20.723915,106.446915,-14.585085,16.27717,82.363396
7.50484,161.153915,75.813393,-14.299999,-14.299999,-14.299999,24.609486,86.850426,73.566719,1.337253,104.290604,82.573402,-18.917376,20.430977,107.645081,-14.52,16.267189,82.366982
8.212353,161.212463,76.172966,-14.097764,-14.097764,-14.097764,25.716835,87.269608,73.695915,2.135589,104.364632,82.644119,-15.539829,20.319984,108.772743,-14.462275,16.233574,82.516914
8.904172,161.403839,76.502724,-14.012708,-14.012708,-14.012708,26.628143,87.696091,73.753448,2.846553,104.410599,82.689018,-12.194145,20.152311,109.629486,-14.419511,16.189322,82.562645
9.515388,161.701736,76.795341,-13.915212,-13.915212,-13.915212,27.321772,88.054787,73.73954,3.495216,104.555229,82.727989,-8.912494,20.033457,110.322464,-14.461052,16.263006,82.501251
10.148291,162.040756,77.096283,-13.781128,-13.781128,-13.781128,27.940546,88.308701,73.718704,4.199127,104.545288,82.814232,-5.63663,19.766701,110.84182,-14.438714,16.259541,82.513054
10.767955,162.389893,77.41613,-13.525458,-13.525458,-13.525458,28.497328,88.370544,73.718521,4.924698,104.503204,82.932358,-2.488763,19.832203,111.298843,-14.360527,16.204077,82.607506
11.339414,162.780884,77.705246,-13.217571,-13.217571,-13.217571,28.874229,88.394295,73.653969,5.620615,104.458412,83.065018,0.47779,19.90765,111.648201,-14.335681,16.197832,82.639603
11.847011,163.193024,77.983437,-12.827861,-12.827861,-12.827861,29.067303,88.331551,73.543373,6.194489,104.467087,83.152573,3.248748,19.999205,111.808273,-14.336786,16.236227,82.628441
12.343124,163.591354,78.266426,-12.290034,-12.290034,-12.290034,29.228264,88.188057,73.440811,6.901248,104.468201,83.313446,5.852116,20.088869,111.944923,-14.286518,16.256407,82.622841
12.836332,163.94606,78.574829,-11.638433,-11.638433,-11.638433,29.296801,87.887138,73.336937,7.534345,104.347702,83.478966,8.222384,20.266903,111.978516,-14.198034,16.22748,82.68261
13.281116,164.32193,78.865723,-10.872841,-10.872841,-10.872841,29.265179,87.610718,73.221786,8.247142,104.354095,83.674721,10.376095,20.486128,111.910301,-14.140194,16.227602,82.683311
13.699514,164.690125,79.154488,-10.104174,-10.104174,-10.104174,29.098989,87.302383,73.077065,8.92669,104.389908,83.827713,12.268915,20.653526,111.774986,-14.107105,16.261229,82.682472
14.105036,165.045776,79.4543,-9.173573,-9.173573,-9.173573,28.912022,86.980515,72.956505,9.643744,104.386551,84.039215,13.872138,20.717194,111.607101,-14.073187,16.262383,82.678642
14.527702,165.368515,79.777069,-8.192719,-8.192719,-8.192719,28.683599,86.606285,72.850845,10.369219,104.375633,84.277023,15.136962,20.672543,111.420929,-14.011258,16.236261,82.732132
14.917148,165.695541,80.089371,-7.068246,-7.068246,-7.068246,28.440578,86.267876,72.719452,11.122876,104.364632,84.513008,16.096064,20.533138,111.224815,-13.979405,16.236979,82.749512
15.303617,165.998367,80.419853,-5.876386,-5.876386,-5.876386,28.170677,85.913239,72.559044,11.717353,104.261475,84.758163,16.710918,20.2806,111.056694,-13.922059,16.221119,82.739944
15.655806,166.285049,80.746681,-4.531961,-4.531961,-4.531961,27.907621,85.564621,72.393608,12.492805,104.234276,85.003349,17.05331,19.976429,110.946465,-13.926494,16.217424,82.763702
16.02445,166.54982,81.086815,-3.120553,-3.120553,-3.120553,27.636232,85.191238,72.184883,13.212029,104.21096,85.222076,17.094576,19.632053,110.965561,-13.886005,16.196793,82.816566
16.347233,166.80394,81.430702,-1.578958,-1.578958,-1.578958,27.340776,84.836334,71.995689,14.038374,104.168068,85.455109,18.020052,17.432878,110.354256,-13.883285,16.204241,82.855698
16.68088,167.031708,81.780144,-0.005432,-0.005432,-0.005432,27.038065,84.439644,71.789764,14.756768,104.039284,85.686508,17.964117,17.354702,110.524529,-13.827038,16.174416,82.899124
16.989054,167.251831,82.137436,1.681244,1.681244,1.681244,26.682058,84.070885,71.617783,15.632149,103.947273,85.915413,18.109087,17.184916,110.51519,-13.812597,16.193426,82.932732
17.292158,167.463516,82.490257,3.351736,3.351736,3.351736,26.284626,83.679146,71.467529,16.281214,103.697098,86.173378,18.163441,16.676264,110.398384,-13.767731,16.192934,82.979095
17.597094,167.678848,82.870552,5.124704,5.124704,5.124704,25.858173,83.321785,71.342781,17.118484,103.585556,86.429756,18.144392,16.434547,110.158859,-13.737832,16.218987,83.039619
17.92635,167.89537,83.263725,6.919557,6.919557,6.919557,25.401678,82.94651,71.24884,17.880905,103.529099,86.685471,18.228779,16.407759,110.302284,-13.64479,16.215908,83.146332
18.264257,168.142624,83.674896,8.735694,8.735694,8.735694,24.916176,82.646584,71.134506,18.667229,103.534027,86.984718,18.198288,16.369621,110.363342,-13.585289,16.242884,83.265717
18.620592,168.412201,84.079063,10.482481,10.482481,10.482481,24.346579,82.41803,71.000748,19.503036,103.69352,87.238533,18.151695,16.304403,110.415291,-13.467265,16.289618,83.37011
